[0.00 - 5.60] P:1644.96 E:0.067612 |  Concern for the national icon of Brazil, but he'll be watching from his hospital bed
[1658.96 - 1664.96] P:1566.66 E:0.100741 |  Neymar to take the corner kick far side the left. South Korea have every red shirt backing in around their own penalty area.
[1664.96 - 1672.96] P:1412.65 E:0.094903 |  In it comes now and it's headed away by Kim Min Jae. Comes out then towards Raphinha. Plays it back out to Vanessa's junior.
[1672.96 - 1680.96] P:1542.67 E:0.096106 |  Scoops over the cross. Heading away once more by the Napoli defender. And now Brazil attack on this near side the right with Paketa.
[1680.96 - 1687.96] P:1538.62 E:0.086551 |  Down by the corner flag. Paketa the West Ham player rolls it back. Kissing Kasimira.
[1687.96 - 1693.96] P:1467.79 E:0.103678 |  He's got time to deliver the ball forward. Floated into the penalty area. Leaping header away by Kim Jung-Won.
[1694.96 - 1701.96] P:1718.59 E:0.109134 |  Three headers there from Rich Arleson. Melanches to get it to Makinos. Oh what a goal this could be. It's sensational.
[1702.96 - 1713.96] P:1521.43 E:0.117978 |  That is a sensational third goal. And it was finished off by Rich Arleson. As Brazil lead by 3 goals to nil.
[1716.96 - 1723.96] P:1508.63 E:0.109975 |  The interchange was so slick and the fitted into the left corner was just brilliant.
[1723.96 - 1731.96] P:1505.87 E:0.116195 |  From the build up play. You've turned it after watching that. Brazil 3 South Korean nil.
[1731.96 - 1740.96] P:1517.89 E:0.110874 |  Well this is Brazil and they're very very best. What a brilliant goal from Rich Arleson. A hat trick of headers wasn't it?
[1740.96 - 1751.96] P:1403.41 E:0.110855 |  Won the tussle. Popped it off and then quick combination play. This is what I think we expected to see earlier on in the competition.
[1751.96 - 1762.96] P:1366.86 E:0.109276 |  But their tails are up. And Rich Arleson. What a nurse is that? Over with Cheetay. He's too old to move like that isn't he?
[1762.96 - 1774.96] P:1437.62 E:0.103280 |  Well at 61 years of age I wouldn't necessarily say it was dad dancing. But Rich Arleson came across and actually performed a little bit of a dance routine with the substitutes.
[1774.96 - 1782.96] P:1543.52 E:0.094860 |  And there was even a bit of a wag of the shoulders there from Cheetay the coach. But it was Marquinhos.
[1782.96 - 1792.96] P:1540.89 E:0.094474 |  And the ball that was played forward towards Rich Arleson. But as you say a hat trick of headers. He was like a performing seal.
[1793.96 - 1805.96] P:1461.68 E:0.100813 |  A performing seal. Rich Arleson. Well he was a different smaker in their first game against Serbia with the goal of the tournament.
[1805.96 - 1814.96] P:1449.14 E:0.107171 |  Making his mark again this evening. This is going to get really ugly for South Korea.
[1815.96 - 1825.96] P:1615.56 E:0.099980 |  Ugly for South Korea. But for a football purist it's beautiful. And Brazil are looking to cut loose. Here is Raphinha.
[1825.96 - 1836.96] P:1560.20 E:0.100351 |  Raphinha shoots. Left footed couldn't keep it down from 25 yards out. Fractually left of centre. That is a goal that you will enjoy watching time and time again.
[1837.96 - 1850.96] P:1506.50 E:0.098102 |  He's persistent initially. Wins the headers. Plays it round the corner. Marquinhos. Pops the ball square. I think it was Casamiro.
[1850.96 - 1861.96] P:1484.95 E:0.094432 |  Who then made the pass for a charleson carries on his run. And then is composed as you like. The pass was perfected between two defenders.
[1861.96 - 1870.96] P:1492.57 E:0.096679 |  I've got to feel it was Thiago Silva. I've got to feel it. Whoever it was. It was quite a good pass wasn't it? More than quite a good pass.
[1870.96 - 1877.96] P:1602.59 E:0.089838 |  Waited perfectly and then takes his touch. And it's as easy as you like. His first touch perfect.
[1877.96 - 1892.96] P:1505.21 E:0.096963 |  It's easy to pick out the Brazilian supporters around stadium 974 now. Because to the beat of the drum they away from the bulk of yellow behind the goal where Alisson stands all in green.
[1892.96 - 1901.96] P:1585.37 E:0.099713 |  But in the bottom tier and the top tier of this two tiered bowl like stadium pockets of Brazilian supporters are just jumping up and down.
[1902.96 - 1916.96] P:1536.74 E:0.092771 |  Wang attacks. Left hand side. Good save by Alisson. Ties angle. Sprawling save it is near post. That's two saves that Alisson has made now. One from close range and the other from long range and both from Wang.
[1916.96 - 1930.96] P:1496.12 E:0.090540 |  Yes. Timing there. We've seen it so many times at Liverpool. The right time to come out and narrow an angle. And he does that to perfection. Brilliant play from Wang to drift pass.
[1930.96 - 1948.96] P:1468.05 E:0.085068 |  And a tear on that byline. He drives in. He's trying to feed the ball across for Alisson. His big frame comes sprawling out. Makes a save. It's impossible now though for Carrera isn't it? I mean it really is.
[1949.96 - 1958.96] P:1599.20 E:0.092281 |  Do they press high then? Brazilians play random. Once they get through the press, they're onto the back four.
[1960.96 - 1975.96] P:1553.76 E:0.089951 |  The first game as you may have heard on BBC Radio 5 Live went to extra time and penalties. There will be no such drama in this second game in the last six to eight.
[1975.96 - 1989.96] P:1478.41 E:0.089628 |  Will there be a miracle? No, no, no. I was in the cooking pot in Kazan with Ali Bruce Ball 2018 when South Korea beat Germany. They beat the Germans. Nobody expected that.
[1990.96 - 2001.96] P:1516.31 E:0.096469 |  I've got to say I feel like I'm in a cooking pot of my own here tonight. 12 minutes to go to half time. Brazil lead certainly turning up the heat on South Korea leading by three goals to nil with 12 minutes to go to the break.
[2002.96 - 2017.96] P:1644.92 E:0.099542 |  There's Marquinhos two at a Casamiro. Back to Marquinhos. Out to goes to Thiago Silva almost playing as a left back. Forward to Neymar. Takes it swiftly on the turn. Forward now to Vinicius Jr. Running in field. Vinicius Jr. To Paccatar with his back to goal. Plays it out to Raphinha.
[2017.96 - 2031.96] P:1655.20 E:0.099755 |  Inside right channel in the penalty area looking for a side of goal. Onto his left foot. Prod it back. Paccatar tees up Casamiro who shoots right footed and it's just pulled out wide for a goal kick. Brazil lead by three goals to nil.
[2048.96 - 2061.96] P:1386.01 E:0.085780 |  The goalie didn't hit the target then. The interesting Gite. Neymar coming back from the ankle injury.
[2061.96 - 2069.96] P:1409.32 E:0.085643 |  Half time. Three nil up. Probably already through. That's been Kotlin wall.
[2069.96 - 2078.96] P:1511.60 E:0.102590 |  Well it was said to me earlier today that you used to play cards with Didier Deschamps, the French coach during your time together at Chelsea.
[2078.96 - 2080.96] P:1514.52 E:0.096209 |  He used to play cards with me.
[2080.96 - 2090.96] P:1493.11 E:0.096430 |  Would you stick or twist here today if you were South Korea? Here is why. Challenge by Raphinha. Kim Jin-soo.
[2090.96 - 2099.96] P:1557.39 E:0.094877 |  I'll take him off. He's interesting. Tim Vickery. Ask him. He's their key man.
[2099.96 - 2113.96] P:1417.51 E:0.096119 |  An array of stars. He's their talisman. Everybody looks up to in the team. The difference maker made the difference in the first game when it was really quite tight.
[2113.96 - 2119.96] P:1441.02 E:0.097713 |  Drop of the shoulder on the edge of the box. Let the ball run across his body. Popped it out wide. Cross comes in. Richie Arneson.
[2119.96 - 2121.96] P:1320.44 E:0.093457 |  He puts them ahead.
[2121.96 - 2129.96] P:1405.27 E:0.096891 |  Did you send Didier a text today to him? Wishing congratulations for reaching the last eight.
[2129.96 - 2135.96] P:1235.64 E:0.091022 |  No, I'll do that tomorrow. Do that in the morning.
[2135.96 - 2141.96] P:1459.21 E:0.103312 |  Under 10 minutes to go to halftime and Brazil lead 3-0 against South Korea.
[2141.96 - 2147.96] P:1679.51 E:0.102043 |  Paketar, lovely form. And it's Richie Arneson now over the halfway line. Two to his left. One of them is Neymar.
[2147.96 - 2159.96] P:1621.23 E:0.108751 |  The other is Vinicius Jr. who now enters the penalty area on the left-hand side. Vinicius Jr. lifts the ball forward and it's finished off by Paketar and Brazil.
[2159.96 - 2180.96] P:1438.36 E:0.103812 |  He's right away with this. The break was electrifying. And Paketar with the fourth goal. Getting it on the edge. Brazil fall. South Korea nil. South Korea simply have no answer.
[2180.96 - 2201.96] P:1404.39 E:0.096959 |  It's game over. It's not a contest. The Brazil players in a huddle. Dancing up and down. Devastating. This is Brazil saying to the rest of the teams in the tournament, you've noticed this now.
[2202.96 - 2217.96] P:1424.02 E:0.100050 |  We're here. We're the favourites and this is why Neymar pops the ball out to the left-hand side. Vinicius Jr. scoops the ball over a couple of Korean defenders.
[2217.96 - 2230.96] P:1468.23 E:0.090065 |  Paketar right-footed, cushioned volley back across the goalkeeper. Really composed. It's all about the connection and just punches the ball into the far corner.
[2233.96 - 2243.96] P:1351.43 E:0.085412 |  Chite celebrates. Once again, he's made up. Brazil are made up. Career have finished.
[2244.96 - 2254.96] P:1484.82 E:0.100096 |  West Ham's record signing with his eighth goal for his country. His first in a World Cup. Key figure in qualifying with 14 appearances.
[2256.96 - 2266.96] P:1657.16 E:0.103073 |  And we could be on course for a record Brazil win here. The way that they're going, the Cunning South Korea open at will. Their World Cup record win was against Sweden in 1950.
[2267.96 - 2277.96] P:1614.80 E:0.092923 |  When they won by seven goals to one, it still had to go some for South Korea to suffer a record defeat at a World Cup, which was 9-0 also in the 50s against Hungary.
[2278.96 - 2290.96] P:1568.99 E:0.082157 |  But with seven minutes to go to half time, Brazil lead 4-0. The return ball breaks away from it. Kim Moon Won. Back it goes to the right back.
[2290.96 - 2300.96] P:1417.84 E:0.084499 |  Forward ball for a beleaguered South Korea trailing 4-0. But Brazil really are turning on the style.
[2303.96 - 2314.96] P:1451.33 E:0.096861 |  In fact, they may be wishing they didn't get through. This is utterly humiliating for them, isn't it? This is Brazil at their very best.
[2315.96 - 2317.96] P:1463.45 E:0.112555 |  It's nice, Korea getting a real lesson.
[2320.96 - 2332.96] P:1551.88 E:0.098344 |  But what do you do? I mean, they're trying to go forward. They're still trying to score a goal. Here is Son. Might shoot from distance. No, instead he looks towards Lee.
[2333.96 - 2339.96] P:1529.73 E:0.096449 |  Four play now to Kim Jin Soo. And on this near side, it's Wang Himbom.
[2341.96 - 2351.96] P:1463.61 E:0.097724 |  It's been our dick from distance. No, it's not. It's up towards Wang. Takes on into the penalty area, goes down the French referee after running into the back of Marquinhos.
[2352.96 - 2357.96] P:1400.27 E:0.099603 |  It is Clemente Pan who just tells the South Korea player, Wang, get back to his feet. In fact, he ran into the back of Militão.
[2357.96 - 2364.96] P:1413.53 E:0.097412 |  Oh, he's better than that. I knew that was coming. He's better than that. Wang is. He's actually looked quite sharp this evening, hasn't he?
[2365.96 - 2366.96] P:1408.24 E:0.091504 |  Yeah, he's had their best two efforts.
[2367.96 - 2375.96] P:1445.35 E:0.093046 |  And then pushes the ball past Militão and pushes it too far. Nose is not going to get it. So runs into Militão.
[2376.96 - 2379.96] P:1411.98 E:0.083743 |  Swept away by Alisson.
[2380.96 - 2385.96] P:1519.56 E:0.099705 |  Rich Alisson beaten in the air by Kim Yong Won. Out towards the far side.
[2387.96 - 2394.96] P:1639.39 E:0.100253 |  All the tricks are coming out now. That was just a lazy little flick and then a delightful little cushion touch there by Vinicius Jr.
[2395.96 - 2397.96] P:1695.46 E:0.104189 |  Neymar lets it run through. Rich Alisson is challenged.
[2397.96 - 2409.96] P:1415.44 E:0.088033 |  Well, the issue is the Brazilian players, you know, they're playing with that swagger now, aren't they? I mean, that was brilliant skill from Vinicius Jr.
[2410.96 - 2416.96] P:1423.25 E:0.090679 |  But often when players feel humiliated, the next one, they get booted up in the area.
[2416.96 - 2431.96] P:1401.16 E:0.094951 |  The style, the flair, the goals, the panache, you name it. Brazil are delivering it. Five minutes to go to half time on BBC Radio 5 Live.
[2432.96 - 2441.96] P:1294.58 E:0.103450 |  Remember being in the Belo Horizonte for what was a really dark day in Brazilian football when they were humiliated in 2014.
[2442.96 - 2448.96] P:1467.05 E:0.093366 |  Sprounced by Germany. Record defeat.
[2449.96 - 2459.96] P:1432.82 E:0.097513 |  Something that some of these players, Tiago Silva, were suspended that day. Part of the squad looking to try and put right.
[2459.96 - 2468.96] P:1346.62 E:0.092007 |  20 years since they've last lifted the World Cup. Record type winners, of course, five occasions.
[2469.96 - 2480.96] P:1427.22 E:0.095168 |  And the favourites for this year's edition here in Qatar and certainly illustrating why on the evidence of the 41 minutes that we've witnessed so far.
[2481.96 - 2482.96] P:1593.62 E:0.097104 |  Favourites for you?
[2482.96 - 2487.96] P:1324.24 E:0.089483 |  And what I've seen so far, yes.
[2490.96 - 2494.96] P:1261.01 E:0.108945 |  Not the holders for Arsenal? Not impressed with England?
[2495.96 - 2503.96] P:1517.21 E:0.099054 |  England, I said to you yesterday, I said to you even before England played Senegal, that I was optimistic about England and that optimism remains.
[2504.96 - 2507.96] P:1394.36 E:0.102980 |  Here is Raphinha.
[2509.96 - 2516.96] P:1609.45 E:0.098301 |  As Somme is the player who has gone down to the referee, will Scott play?
[2517.96 - 2521.96] P:1556.89 E:0.093721 |  Taking a bloat to the head there, just taking his ass off.
[2522.96 - 2531.96] P:1518.60 E:0.096698 |  Got to, of course, be careful with that fractured eye socket, that's the reason why he's sporting the black mask, the Tottenham player.
[2533.96 - 2539.96] P:1519.89 E:0.102623 |  Well, there was a major concern he wasn't going to make that South Korean squad because of that injury.
[2542.96 - 2548.96] P:1600.31 E:0.101959 |  South Korea's most experienced and most important player, 30 years of age.
[2548.96 - 2566.96] P:1548.48 E:0.093849 |  But not able to find a goal so far in this competition for South Korea, who are trailing by four goals to nil as we approach half-time on BBC Radio 5 Live.
[2566.96 - 2581.96] P:1578.58 E:0.100853 |  Through the BBC Stounds app, if you've missed any of the goals, seven minutes for Nysius Junior, 13 minutes for Neymar, Richarlison just before the half-hour on 29, Lewis Packardtard 36.
[2582.96 - 2587.96] P:1529.92 E:0.106413 |  I think there might have been a ho-ho-ho from Richarlison's goal from Chris Sutton just before the half-hour.
[2587.96 - 2592.96] P:1404.25 E:0.097791 |  If you want to hear the jolly Chris Sutton on BBC Stounds, you can do that.
[2593.96 - 2596.96] P:1451.17 E:0.094893 |  You might even be able to, we're approaching Christmas time, it is allowed.
[2597.96 - 2607.96] P:1453.24 E:0.093988 |  Two minutes to go to half-time, but it does have that rewind facility as 4-0 for Brazil, a South Korea attack on the right-hand side.
[2607.96 - 2617.96] P:1338.70 E:0.102281 |  Dugout by Kim Moon-Hwan into the penalty area, headed out by Militau, picked up by Richarlison to Raphinha, midway through his own half, and he decides to run forward.
[2618.96 - 2631.96] P:1517.59 E:0.097210 |  There's a little step over, he's gone down holding his face as the challenge coming in from Sun Woo Young, and that will result in a yellow card, and even not that it's going to happen, but it's his second yellow of the tournament.
[2631.96 - 2640.96] P:1489.77 E:0.097546 |  So Sun Woo Young, the midfielder, is booked, and he would miss the next match, not that they're going to be going through.
[2641.96 - 2650.96] P:1388.69 E:0.103967 |  They'd have to pull off a dramatic 4-0 comeback, similar to what Newcastle did against Al Stull under Alan Pardue back in the day.
[2651.96 - 2655.96] P:1457.77 E:0.096360 |  What's the biggest world comeback? I mean, this is what you're paid to do, is there?
[2655.96 - 2661.96] P:1228.99 E:0.089894 |  It is, and I will endeavour to give you that answer if you want.
[2662.96 - 2664.96] P:1254.05 E:0.079629 |  I'd like it now.
[2665.96 - 2669.96] P:1532.72 E:0.085895 |  There are many stats and facts and figures that I've actually got.
[2670.96 - 2671.96] P:1573.14 E:0.101069 |  It's nearly half time, I suppose.
[2671.96 - 2675.96] P:1488.30 E:0.072284 |  It is, yeah. I want to phone a friend. If I've got a friend to phone.
[2675.96 - 2677.96] P:1571.58 E:0.083295 |  If I've got a friend to phone.
[2680.96 - 2688.96] P:1720.36 E:0.103631 |  I was just looking to my left to see who was looking over, but the fact that Mark Chapman didn't even look to his right would suggest that maybe I can't even rely on his help.
[2689.96 - 2690.96] P:1523.19 E:0.089001 |  Have I got anybody else?
[2691.96 - 2697.96] P:1548.76 E:0.098914 |  Ball played forward for South Korea, no challenge, no foul on show, and it runs through to Wartalus.
[2697.96 - 2704.96] P:1520.64 E:0.097181 |  So we'll talk about a half time, I'm sure, the brilliance of some of the Brazilian goals.
[2705.96 - 2712.96] P:1467.80 E:0.094682 |  But defensively, they are solid, aren't they? More than solid, street-wise. Here we go again, though.
[2713.96 - 2720.96] P:1547.72 E:0.107703 |  Here is Wartalusen. Wartalusen plays the square ball to Paketar, now towards Raphinha, edge of the area, back towards Paketar.
[2721.96 - 2725.96] P:1564.91 E:0.107702 |  Paketar hits it with his left foot, and it's saved by the keeper, and cleared away by South Korea.
[2725.96 - 2734.96] P:1433.41 E:0.088433 |  But he should have hit it with his right foot, and gone for power. It's a good save in the end, from Kim Sung-kyu.
[2735.96 - 2742.96] P:1447.36 E:0.094171 |  The ball slipped in, right hand side of the box. He lets it run across his body, and it's more or less a toe poke.
[2744.96 - 2746.96] P:1318.02 E:0.117271 |  The goalkeeper got down to his right hand side and saved.
[2747.96 - 2755.96] P:1427.60 E:0.085734 |  Paketar, cleared by Cho, up towards Son, and then Tiago's silver's ball runs away from him.
[2756.96 - 2767.96] P:1569.41 E:0.090685 |  If, of course, that, as we're into stoppage time, and additional time of five minutes, if, of course, that South Korea were to come back to draw 4-4,
[2767.96 - 2773.96] P:1579.04 E:0.096716 |  it would actually equal the highest scoring draw in World Cup history, which has actually been achieved twice.
[2774.96 - 2781.96] P:1597.84 E:0.108195 |  England, Belgium in 54, and the Soviet Union against Colombia in 62. However, Brazil are looking for a fifth goal, and they almost got it as well.
[2782.96 - 2786.96] P:1599.05 E:0.103063 |  Cross from Vinicius Jr. and entering the penalty area from Vinicius Jr.
[2787.96 - 2793.96] P:1547.14 E:0.099661 |  Cross was Raphinha, with an outstretch right leg inside the six yard area. Couldn't convert it, runs out of play, 4-0 Brazil.
[2793.96 - 2802.96] P:1423.26 E:0.095632 |  Why didn't he head it, Raphinha? Easiest of opportunities. Vinicius Jr. likes to come in on that right foot, doesn't he?
[2803.96 - 2806.96] P:1507.10 E:0.099855 |  He drives the outside, crosses the ball, brilliant cross across the six yard line.
[2807.96 - 2812.96] P:1381.19 E:0.104917 |  Two feet off the floor, Raphinha goes with his right foot, misses it completely.
[2815.96 - 2818.96] P:1295.37 E:0.112447 |  Did we get a bonus point for that stat about the highest scoring draw?
[2818.96 - 2823.96] P:1312.43 E:0.079878 |  Well recovered, 4-0.
[2824.96 - 2837.96] P:1469.18 E:0.096537 |  The beauty of this is where the Croatian players went to full the whole extra time and penalties in seeing off Japan earlier on today as Raphinha comes inside.
[2838.96 - 2842.96] P:1571.92 E:0.112334 |  Now towards Neymar, into the penalty area, looking for the fancy little trick to try and drag it around.
[2842.96 - 2858.96] P:1492.79 E:0.096987 |  Kim Min Jae cleared away by South Korea is that Cite now is going to have the luxury, surely, if not making changes at the start of the second half, a raft of changes to rest his players going into the quarterfinal.
[2859.96 - 2861.96] P:1384.63 E:0.092931 |  Three o'clock on Friday afternoon.
[2861.96 - 2870.96] P:1282.06 E:0.098740 |  Yeah, absolutely. Well, Cite rested his players, or many of his players, and the defeat against Cameroon, didn't he?
[2871.96 - 2872.96] P:1541.31 E:0.112185 |  He has that option again.
[2873.96 - 2881.96] P:1354.47 E:0.104437 |  Just there, if I was him, I'd be wrapping Neymar in cotton wool and wonder to have a few minutes of game time.
[2882.96 - 2888.96] P:1367.63 E:0.102168 |  This is Raphinha, ball played forward, Paketa chips it now towards Richalison.
[2889.96 - 2905.96] P:1678.72 E:0.109501 |  Look at the space for Richalison, right-hand side racing into the penalty area, and Richalison, saved by the keeper's legs, comes out to Neymar on the follow-up, couldn't keep it down, ballooned away from him, out for a goal kick so close to a fifth in stoppage time.
[2905.96 - 2930.96] P:1461.05 E:0.099585 |  Well, this could, this should be eight. Brazil have been wasteful, but Korea trying to get themselves back into the game, I mean, is it the definition of madness there, just throwing bodies forward, leaving big gaps for Richalison, drove from inside his own half, straight through on goal, should have slotted it in the far corner, could save the keeper again though.
[2931.96 - 2947.96] P:1388.45 E:0.104113 |  South Korea are attacking, on the over lap, on the right-hand side is Kim Moon-Hwan, it'll be kept alive on this near side by Hwang on the left of the penalty area, plays it back, Kim Jinsu with the other cross towards the far post, good header out by Danilo.
[2947.96 - 2968.96] P:1412.90 E:0.101543 |  Kim Moon-Hwan collects it for South Korea, far side, still to their credit, they're having a go, despite trailing by four goals to nil, here is Son, quickly challenged, but as a result of that, and they are pushing the fallbacks forward, they leave themselves open to the counter-attack.
[2968.96 - 2989.96] P:1633.58 E:0.103723 |  Now as the time's reported in 2019, I think it had my age of 44, so clearly too young to remember 1966, unlike a certain John Murray, that the largest winning comeback in a World Cup game, Eusebio inspired Portugal from 3-0 down against North Korea in their quarter-final game at Goodison Park to win 5-3.
[2990.96 - 2998.96] P:1533.52 E:0.089453 |  So for South Korea to turn it around, not that you're going to give them much hope, I'm sure Chris, that is the task that awaits them.
[2999.96 - 3003.96] P:1323.60 E:0.088215 |  Eusebio top scorer there, World Cup as well.
[3004.96 - 3024.96] P:1780.80 E:0.102867 |  Eusebio scored 9 goals in 1966, I feel like who wants to be a millionaire. Are you Chris Terrell or Chris Sutton? Anyway this is Mark Chapman, the half-time whistle has sounded, and I'm sure that Chris is going to be asked lots of questions because Brazil have been stupendous, 4-0.
[3025.96 - 3033.96] P:1582.80 E:0.096552 |  But of course he and that comeback from Portugal against North Korea equaled another comeback of a similar magnitude at an earlier tournament, didn't it?
[3038.96 - 3046.96] P:1877.29 E:0.091370 |  I've just done the 45 minutes, right? This is your 15 minutes of glory, the two of you, I'll let you have your own fun, I'm having a breather.
[3047.96 - 3051.96] P:1808.38 E:0.091149 |  Listen, I hear that there's a lot of strikes back home, I'm now going on a strike here.
[3052.96 - 3062.96] P:1729.88 E:0.093841 |  Austria in 1954 came back against Switzerland in that World Cup, they were 3-0 down, and of course they went on to win memorably 7-5.
[3063.96 - 3067.96] P:1815.02 E:0.092934 |  If I can't remember 66, I've got no chance of remembering before that.
[3068.96 - 3074.96] P:1770.68 E:0.088568 |  Right, just before you rest for this half, what was your favourite goal out of those four?
[3075.96 - 3081.96] P:1823.07 E:0.086819 |  The Richalison one, the fact that he was like a performing seal, the hat trick of headers, playing keep you up.
[3082.96 - 3087.96] P:1829.66 E:0.095760 |  I'd like to see it again, I'm sure, Marquinhos Square, I think it was Thiago Silva's forward goal.
[3088.96 - 3089.96] P:1830.47 E:0.100757 |  It was Thiago Silva, yeah.
[3090.96 - 3093.96] P:1827.45 E:0.094608 |  The two central defenders creating a goal for Richalison, just brilliant.
[3094.96 - 3103.96] P:1671.87 E:0.096359 |  He's done that before, the juggling the ball with his head, he did it for Everton against Manchester United last season towards the end of the season.
[3104.96 - 3107.96] P:1807.29 E:0.096573 |  He did that as well, which is your favourite goal?
[3108.96 - 3111.96] P:1549.49 E:0.083920 |  Oh, yeah, I'd say for Richalison as well.
[3112.96 - 3118.96] P:1895.85 E:0.099492 |  It was just a lovely moment, it's okay, show-boating it, well it wasn't actually show-boating was it?
[3119.96 - 3125.96] P:1631.46 E:0.097368 |  He was trying to win the ball, a couple of extra headers, it was just that awareness to play the ball quickly round the corner.
[3126.96 - 3133.96] P:1801.19 E:0.101677 |  I didn't actually realise it was Thiago Silva, but it was Marquinhos who he played the ball round the corner to, who slotted it across to Thiago Silva.
[3134.96 - 3138.96] P:1758.11 E:0.094806 |  He's sent a half-partner and it was a beautiful way to pass.
[3139.96 - 3142.96] P:1647.66 E:0.096877 |  They all went and celebrated with Thiago Silva as opposed to Richalison.
[3143.96 - 3151.96] P:1676.53 E:0.097942 |  Yeah, which is slightly harsh on Richalison, but the weight to pass from Thiago Silva, Richalison's carried on his run and wonderful first touch and then he's not going to miss.
[3152.96 - 3162.96] P:1647.33 E:0.101464 |  I mean, it's as easy as you like, slotted it into the corner, but this is, I do really think that this is Brazil turning up now and saying to the other teams in the tournament, you know, we're ready.
[3162.96 - 3168.96] P:1777.95 E:0.101933 |  We are serious now and this is us at our very best and we are going to take some stopping.
[3169.96 - 3173.96] P:1698.26 E:0.099479 |  I mean, Vinicius's goal, he had to bend that round for defenders and the goalkeeper.
[3174.96 - 3183.96] P:1690.46 E:0.088394 |  And then the ball over for Pachetar's finish for the, I mean, bar the penalty or the other three goals, you're going, wow.
[3184.96 - 3187.96] P:1681.20 E:0.097227 |  Yeah, I mean, even you're smiling.
[3187.96 - 3193.96] P:1727.37 E:0.096693 |  No, I am. Just how calm was Vinicius Jr. when the ball comes across?
[3194.96 - 3199.96] P:1758.35 E:0.098585 |  I'm telling you, most people would think, I'm going to go first time with this, you know, maybe try and hit into the far corner.
[3200.96 - 3208.96] P:1739.12 E:0.091728 |  He slowed himself down. He knew exactly what he wanted to do, took a touch, took his time and then just lifted the ball over the keeper.
[3209.96 - 3216.96] P:1787.42 E:0.082358 |  You know, he was aware the keeper was going to come flying out, but there were three or four defenders there as well and just clipped the ball beautifully into the far corner.
[3217.96 - 3220.96] P:1682.67 E:0.075958 |  The penalty from Neymar was pretty cool as well.
[3221.96 - 3230.96] P:1814.58 E:0.090263 |  You mentioned the scoop and it was a scoop from Vinicius Jr. to Pachetar who slotted it away brilliantly and Brazil have missed other chances as well.
[3231.96 - 3234.96] P:1759.16 E:0.083855 |  I mean, they had taken the chances. It would have been seven or eight.
[3235.96 - 3239.96] P:1951.03 E:0.093805 |  Come on then, Clever Cloggs. What was the significance of Austria-Switzerland in 54?
[3240.96 - 3241.96] P:1819.50 E:0.088513 |  What was the significance?
[3242.96 - 3243.96] P:1755.26 E:0.063027 |  Without looking at your iPad.
[3243.96 - 3246.96] P:1654.97 E:0.069902 |  Probably the high-scoring game at a World Cup.
[3247.96 - 3248.96] P:1662.64 E:0.021133 |  Most goals in a match.
[3249.96 - 3250.96] P:1876.90 E:0.030882 |  But is that the same thing?
[3251.96 - 3252.96] P:1652.86 E:0.075106 |  Is that not the same thing?
[3253.96 - 3254.96] P:1602.01 E:0.026432 |  It is.
[3258.96 - 3260.96] P:1957.35 E:0.078080 |  You were cheated though. You cheated. You looked at your iPad.
[3261.96 - 3262.96] P:1727.56 E:0.084778 |  It's not on there.
[3263.96 - 3264.96] P:1464.39 E:0.073721 |  Oh, it's written in the script.
[3265.96 - 3266.96] P:2052.08 E:0.045413 |  No, it's not on there.
[3267.96 - 3268.96] P:1782.39 E:0.067707 |  I was checking who the newsreader was.
[3269.96 - 3270.96] P:1738.50 E:0.090465 |  Alright.
[3270.96 - 3271.96] P:1630.73 E:0.032573 |  Can I get your coat then, though?
[3272.96 - 3275.96] P:1685.89 E:0.044989 |  It's six minutes eight o'clock. Here's Richard Foster.
[3276.96 - 3277.96] P:1811.38 E:0.075782 |  Take the World Cup with you.
[3278.96 - 3279.96] P:1499.27 E:0.156462 |  Catar 2022.
[3280.96 - 3283.96] P:1230.44 E:0.116672 |  On BBC Sounds, this is BBC Radio 5 Live.
[3284.96 - 3285.96] P:1296.30 E:0.132703 |  Thanks more. Good evening.
[3285.96 - 3288.96] P:1796.64 E:0.105562 |  The RMT says a series of Christmas rail strikes will go ahead
[3288.96 - 3292.96] P:1589.07 E:0.092748 |  and there'll be another walkout between the 24th and 27th of December.
[3292.96 - 3296.96] P:1837.84 E:0.087651 |  The industrial action is part of a dispute over paid jobs and conditions.
[3296.96 - 3297.96] P:1567.20 E:0.089861 |  The head of the union is Mick Lynch.
[3298.96 - 3299.96] P:1108.41 E:0.095151 |  We feel that we've been competing.
[3299.96 - 3302.96] P:1861.98 E:0.066941 |  We feel that we've been compelled to take this action because of the
[3302.96 - 3306.96] P:1678.62 E:0.069429 |  intransigence of the government delivered to us by the employers
[3306.96 - 3309.96] P:1835.99 E:0.064167 |  and that we've got no choice because what we've been faced with
[3309.96 - 3311.96] P:1852.54 E:0.076668 |  is an extremely detrimental offer.
[3311.96 - 3315.96] P:1664.12 E:0.066259 |  It's a very poor in relation to the pay elements
[3315.96 - 3318.96] P:1804.08 E:0.069207 |  and our members simply aren't in the position of the feedback
[3318.96 - 3321.96] P:1606.43 E:0.076748 |  that we've had to accept the changes that the companies have put on the table.
[3321.96 - 3325.96] P:1477.03 E:0.091048 |  Ministers and rail companies have yet to make any official comment on the new walkout.
[3325.96 - 3329.96] P:1807.07 E:0.094086 |  Eight children in the UK are now known to have died from an invasive Strep A
[3329.96 - 3333.96] P:1953.75 E:0.076433 |  bacterial infection. Health experts think the early start of the Strep A season
