[0.00 - 2.00] P:1455.62 E:0.126289 |  Shepchenko!
[4184.00 - 4187.00] P:1672.08 E:0.075683 |  So it must be a pretty big problem outside if no one is even...
[4187.00 - 4190.00] P:1751.05 E:0.073549 |  They could be just dripping one by one,
[4190.00 - 4193.00] P:1581.81 E:0.067394 |  but there's just actually no movement whatsoever.
[4193.00 - 4197.00] P:1838.36 E:0.084222 |  Just seeing this on social media as well from a couple of people,
[4197.00 - 4200.00] P:1778.95 E:0.084795 |  Gary Linnaker has just said finding it impossible to get into the ground.
[4200.00 - 4202.00] P:1753.62 E:0.078837 |  This looks very dangerous to me.
[4202.00 - 4207.00] P:1663.83 E:0.082415 |  Henry Winter as well has tweeted having spoken to a couple of fans outside,
[4207.00 - 4210.00] P:1718.26 E:0.083883 |  said he's spoken to someone who's told him it took us two and a half hours
[4210.00 - 4213.00] P:1667.89 E:0.080354 |  to get into the ground, but it's chaos and scary.
[4213.00 - 4216.00] P:1737.80 E:0.070171 |  We as fans were not late.
[4216.00 - 4221.00] P:1735.76 E:0.081398 |  I mean, look, Chris, it's certainly not for me to say whether or not you ever
[4221.00 - 4224.00] P:1712.06 E:0.078390 |  have said something which is right or wrong, but what I can say is,
[4224.00 - 4227.00] P:1866.10 E:0.074236 |  that wasn't our experience, was it?
[4227.00 - 4234.00] P:1793.32 E:0.087763 |  No, look, the issue which I saw was they were checking tickets on the outer perimeter,
[4234.00 - 4238.00] P:1718.02 E:0.081403 |  and there was just too many bodies there.
[4238.00 - 4240.00] P:1801.29 E:0.092947 |  There were thousands of fans all in a bottleneck,
[4240.00 - 4242.00] P:1762.32 E:0.083037 |  and they weren't checking the tickets quickly enough.
[4242.00 - 4244.00] P:1738.47 E:0.091107 |  There weren't enough bodies checking the tickets.
[4244.00 - 4248.00] P:1716.26 E:0.087132 |  And then there was Mayhem, there were people without tickets who were turning back
[4248.00 - 4251.00] P:1713.34 E:0.086991 |  and coming through the crowd, then there were people getting angry,
[4251.00 - 4255.00] P:1732.01 E:0.084624 |  a lot of pushing and shoving, and it became an issue.
[4255.00 - 4259.00] P:1801.34 E:0.073259 |  We were in there, and the one thing we can guarantee, Steve,
[4259.00 - 4265.00] P:1656.06 E:0.080692 |  is that this kick-off is not delayed because of the late arrival of Liverpool fans.
[4265.00 - 4270.00] P:1801.74 E:0.081888 |  Now, Liverpool fans were here, Liverpool fans might have not had any tickets,
[4270.00 - 4274.00] P:1845.12 E:0.085286 |  but this isn't delayed because of the late arrival of fans.
[4274.00 - 4278.00] P:1762.05 E:0.080055 |  The fans were there for whatever reason, and we don't know that.
[4278.00 - 4280.00] P:1711.97 E:0.068082 |  They just couldn't get through.
[4280.00 - 4285.00] P:1689.59 E:0.081366 |  Yeah, so, I mean, from a time perspective, it's 9 o'clock local time now,
[4285.00 - 4287.00] P:1768.72 E:0.081635 |  so this is when we were supposed to be kicking off.
[4287.00 - 4290.00] P:1817.04 E:0.075236 |  The first ball should have been kicked right now, as we speak.
[4290.00 - 4297.00] P:1670.06 E:0.078604 |  We got here local time at about 7.40, so that's getting on for an hour and a half ago,
[4297.00 - 4300.00] P:1834.38 E:0.077991 |  and it took us so long to get in because of a sea of fans.
[4300.00 - 4305.00] P:1649.03 E:0.075865 |  So, to say it's because of late fans' arrival, Jules, questionable, I would say.
[4305.00 - 4309.00] P:1488.12 E:0.086695 |  Absolutely, I arrived here at 6 o'clock, and already there were Liverpool fans,
[4309.00 - 4311.00] P:1639.79 E:0.086683 |  especially everywhere.
[4311.00 - 4314.00] P:1655.23 E:0.087908 |  I could see them when we left the periphery,
[4314.00 - 4317.00] P:1675.85 E:0.071614 |  and then we took the motorway to come here to the Stade de France.
[4317.00 - 4318.00] P:1281.35 E:0.111121 |  They were everywhere.
[4318.00 - 4323.00] P:1619.28 E:0.074288 |  Again, I don't think this is the problem that they arrived late.
[4323.00 - 4325.00] P:1508.85 E:0.087389 |  This is not true, because they were there.
[4325.00 - 4331.00] P:1784.67 E:0.076654 |  And again, if you had tickets, they were checking your tickets quite a long way out of the Stade de France.
[4331.00 - 4334.00] P:1832.11 E:0.091683 |  But there wasn't enough people there to check the tickets.
[4334.00 - 4336.00] P:1703.26 E:0.090118 |  That was taking a long, long time.
[4336.00 - 4337.00] P:1792.55 E:0.063187 |  Exactly, yeah.
[4337.00 - 4344.00] P:1776.47 E:0.071444 |  The idea of blaming fans right now feels pretty abhorrent, Jules.
[4344.00 - 4345.00] P:1713.00 E:0.067560 |  Yeah, completely.
[4345.00 - 4351.00] P:1814.98 E:0.081469 |  Again, I don't know if the police here and the security were prepared to see so many fans,
[4351.00 - 4354.00] P:1705.13 E:0.089828 |  maybe so many fans without tickets as well, coming just being around the Stade de France.
[4354.00 - 4356.00] P:1694.32 E:0.088834 |  Not all of them were trying to force in the ground,
[4356.00 - 4362.00] P:1757.32 E:0.077785 |  but maybe there was a feeling of fear from the police and from the security here.
[4362.00 - 4368.00] P:1794.82 E:0.077241 |  For all the big games that we mentioned, the National Team games here, the French Cup finals, etc.,
[4368.00 - 4371.00] P:1760.35 E:0.078881 |  usually they just have the people with tickets that turn up,
[4371.00 - 4375.00] P:1849.83 E:0.081690 |  not people without tickets that just want to be around the stadium to fill the atmosphere.
[4375.00 - 4378.00] P:1773.44 E:0.090273 |  And that has been part of the issue, Steve.
[4378.00 - 4384.00] P:1716.12 E:0.076995 |  I know you're talking about the poor treatment of fans,
[4384.00 - 4388.00] P:1798.29 E:0.079935 |  but the ticketless fans trying to get in, they're at disgrace.
[4388.00 - 4389.00] P:1927.45 E:0.083340 |  Absolutely.
[4389.00 - 4393.00] P:1732.05 E:0.076907 |  I think that what I'm being very, very careful with here is I'm thinking back to Wembley,
[4393.00 - 4399.00] P:1814.43 E:0.075891 |  when obviously the behaviour of some people, fans in the most inverted of commas,
[4399.00 - 4401.00] P:1928.41 E:0.088522 |  their behaviour was absolutely disgraceful.
[4401.00 - 4407.00] P:1874.65 E:0.082672 |  But I think by this stage, we'd already seen a lot of videos of fans pushing through barricades left, right and centre
[4407.00 - 4409.00] P:1623.71 E:0.058735 |  when it was Wembley.
[4409.00 - 4413.00] P:1720.52 E:0.079366 |  Nothing like that has happened that we've seen or aware of on this occasion.
[4413.00 - 4421.00] P:1659.86 E:0.080009 |  I think as well, the authorities are aware of the fact that there are so many people who've come to Paris without tickets.
[4421.00 - 4428.00] P:1672.08 E:0.084431 |  But that was the case in Seville, wasn't it, for the Europa League final with Antwerp, Frankfurt and with Rangers,
[4428.00 - 4431.00] P:1645.49 E:0.071486 |  and yet that match was able to get off on time.
[4431.00 - 4437.00] P:1801.29 E:0.085213 |  We can now speak to the BBC's Nick Parrott, who's actually, you know, they're not in his context as a journalist,
[4437.00 - 4439.00] P:1810.17 E:0.084455 |  but he can speak to us now when he's outside the ground.
[4439.00 - 4441.00] P:1949.21 E:0.070097 |  Nick, what are you seeing?
[4441.00 - 4449.00] P:1491.14 E:0.090011 |  Not very much, because I've just been satisfied with the first time in my life after having been matching regularly since 1994.
[4449.00 - 4456.00] P:1696.16 E:0.083300 |  I've been over the May of War, I've been to the Champions League finals before, I've never been satisfied before.
[4456.00 - 4460.00] P:1595.00 E:0.086766 |  I was outside Gate 5, where the gates are currently shut at the moment.
[4460.00 - 4466.00] P:1463.77 E:0.099146 |  They've been opening and closing repeatedly over the last hour and a half, but no one's been going through.
[4466.00 - 4472.00] P:1529.90 E:0.085769 |  And a few moments before you came to me, the security staff, the other side, advanced to the Liverpool fans,
[4472.00 - 4475.00] P:1567.45 E:0.066628 |  and he's had his break in discriminately.
[4475.00 - 4483.00] P:1527.69 E:0.092049 |  I have seen about 10 fans trying to climb over the fences, but they went all in Liverpool colours.
[4483.00 - 4487.00] P:1570.81 E:0.091729 |  Gate Zed is currently open, but there doesn't seem to be any movement going in.
[4487.00 - 4493.00] P:1624.31 E:0.090078 |  I've never seen this sort of chaos at any football match I've ever been to in a personal capacity.
[4493.00 - 4499.00] P:1506.49 E:0.075758 |  And quite frankly, I'm just utterly surprised the Liverpool fans are behaving themselves,
[4499.00 - 4503.00] P:1635.38 E:0.085906 |  and they've been trying to move themselves back from these gates and also try to get in.
[4503.00 - 4507.00] P:1695.58 E:0.063221 |  But the authorities just seem to be doing nothing.
[4507.00 - 4512.00] P:1789.54 E:0.074507 |  Nick, I don't know if you've seen this, but we've just had a statement from you away for a statement.
[4512.00 - 4518.00] P:1868.95 E:0.088282 |  It was on the big screen here inside the stadium saying that the game has been delayed due to the late arrival of Liverpool fans,
[4518.00 - 4523.00] P:1907.89 E:0.086485 |  which is something we're already questioning heavily and talking about here because of our own experiences.
[4523.00 - 4526.00] P:1737.76 E:0.059383 |  But when you read that, how does that make you feel?
[4526.00 - 4530.00] P:1732.93 E:0.097076 |  Well, it's not from late arrivals. I attempted to get into the stadium at 7 o'clock.
[4530.00 - 4536.00] P:1696.26 E:0.095487 |  I got through the first outer perimeter where there was crushing, which is being caused by the police.
[4536.00 - 4539.00] P:1704.00 E:0.094355 |  It was scary. I was being crushed and forced into other people.
[4539.00 - 4544.00] P:1758.61 E:0.088950 |  There were a number of security checks to get through there. So if anyone did have a fake ticket,
[4544.00 - 4547.00] P:1734.51 E:0.095325 |  I'm not quite sure how they got past that first security check.
[4547.00 - 4553.00] P:1700.70 E:0.096414 |  And then I came round in good time. I've been outside Gate Y since well before 8 o'clock,
[4553.00 - 4556.00] P:1488.08 E:0.091850 |  and it was quite clear we weren't going to get in before 9.
[4556.00 - 4562.00] P:1613.73 E:0.082864 |  And I can't see what's going to happen because my estimation is I can probably see about
[4562.00 - 4567.00] P:1605.10 E:0.095875 |  the thousands to 2,000 fans with Gate Z and a similar number at Gate Y.
[4567.00 - 4571.00] P:1658.98 E:0.091106 |  And there just seems to be no action in order to try to get the fans in.
[4571.00 - 4575.00] P:1666.63 E:0.088504 |  There's no communication to the fans. No one knows what's happening.
[4575.00 - 4579.00] P:1533.96 E:0.089241 |  And when they come out and spray you with pepper spray, it doesn't help the situation.
[4579.00 - 4585.00] P:1580.01 E:0.084593 |  I think the Liverpool fans have been extremely calm given the circumstances.
[4586.00 - 4592.00] P:1820.99 E:0.064602 |  Nick, what happened at that first check? What was the process that was going on?
[4592.00 - 4598.00] P:1772.10 E:0.088954 |  And how many people were there actually working on the checking of the passes?
[4598.00 - 4601.00] P:1753.02 E:0.070395 |  Sorry, I'm just trying to... Someone just tried to talk to me the same time.
[4601.00 - 4604.00] P:1618.76 E:0.088633 |  Can you say the question again? What was the first security check, right?
[4604.00 - 4608.00] P:1706.86 E:0.089324 |  At the first security check, how many staff were there?
[4610.00 - 4612.00] P:1524.11 E:0.092430 |  Well, there were probably about 40 police in total.
[4612.00 - 4615.00] P:1681.44 E:0.100561 |  There was only five checking tickets where I was checked.
[4615.00 - 4617.00] P:1737.04 E:0.099416 |  And then there was another check with five or so.
[4617.00 - 4620.00] P:1641.16 E:0.090432 |  And then another check again where you had a pat down.
[4620.00 - 4624.00] P:1455.51 E:0.085751 |  So I went to the Champions League final in Kiev back in 2018.
[4624.00 - 4627.00] P:1512.97 E:0.094351 |  And that was a very slick well-oiled machine.
[4627.00 - 4631.00] P:1634.10 E:0.095294 |  There was an outer perimeter that was at least 800 metres away from the stadium.
[4631.00 - 4633.00] P:1566.53 E:0.082472 |  Everything was well spaced out.
[4633.00 - 4636.00] P:1677.58 E:0.098261 |  There were barriers in that outer perimeter.
[4636.00 - 4641.00] P:1650.80 E:0.091790 |  It was all smooth. And you had your ticket tech before you went through the outer perimeter.
[4641.00 - 4644.00] P:1503.52 E:0.097219 |  Well, at the point of going through the outer perimeter.
[4644.00 - 4648.00] P:1618.83 E:0.091705 |  And then it was more like a normal football match experience when you got from stadium.
[4648.00 - 4651.00] P:1667.55 E:0.071490 |  Here it's just been chaos.
[4652.00 - 4656.00] P:1842.73 E:0.073324 |  The Liverpool players have actually just come out onto the pitch in front of us.
[4656.00 - 4658.00] P:1780.12 E:0.093997 |  We still don't know what time the game is going to kick off.
[4658.00 - 4661.00] P:1779.78 E:0.083782 |  But obviously they've got tired of being in the dressing room.
[4661.00 - 4665.00] P:1710.83 E:0.086876 |  So they're out there now to do almost a second warm-up with Jurgen Klopp.
[4665.00 - 4667.00] P:1894.09 E:0.085040 |  Nick, are you okay, by the way?
[4667.00 - 4670.00] P:2022.10 E:0.083244 |  You said right at the start there that you've been pepper sprayed.
[4670.00 - 4674.00] P:1720.12 E:0.085365 |  You were presumably a large number of people around you.
[4674.00 - 4676.00] P:1595.33 E:0.060315 |  Well, yeah, I'm okay now.
[4676.00 - 4679.00] P:1617.18 E:0.094253 |  I had to give a fan water to clear his eyes.
[4679.00 - 4682.00] P:1742.30 E:0.091766 |  He must have been closer to it than me because his eyes were screaming.
[4682.00 - 4686.00] P:1615.08 E:0.084892 |  It's an unpleasant experience that I don't really want to ever have again.
[4686.00 - 4693.00] P:1564.33 E:0.084786 |  I can't see how these fans are going to get in because Gates' bed has only got one gate open.
[4693.00 - 4695.00] P:1630.50 E:0.073010 |  And Gatewise still completely closed.
[4695.00 - 4700.00] P:1655.05 E:0.082524 |  And I can't see how the fans are going to get into the ground to go ahead.
[4700.00 - 4704.00] P:1738.05 E:0.092430 |  Surely the only situation that's going to pan out is he goes ahead without the fans.
[4704.00 - 4708.00] P:1443.49 E:0.079498 |  Or maybe even, I don't know if this could happen, be called off.
[4710.00 - 4713.00] P:2036.79 E:0.077856 |  How many fans can you see in and around you at the minute, Nick?
[4714.00 - 4717.00] P:1674.42 E:0.089157 |  Well, I'm positioned between Gatewise and Gates' bed.
[4717.00 - 4723.00] P:1535.86 E:0.085322 |  And it's hard to tell, but there's easily, I would think, a thousand of Gates' bed and a thousand of Gatewise.
[4723.00 - 4726.00] P:1807.95 E:0.084991 |  It could be as many as 1,500 at each gate.
[4726.00 - 4732.00] P:1606.92 E:0.080888 |  I think sometimes we've got sick of being there and we've practically tried to wander around to another entrance.
[4732.00 - 4736.00] P:1585.54 E:0.099963 |  But what we were being told earlier, or the rumor I was hearing earlier,
[4736.00 - 4740.00] P:1571.71 E:0.072037 |  was that you had to enter via the gate that was on your ticket.
[4741.00 - 4745.00] P:1669.94 E:0.086090 |  I'm looking at Gates' bed now and there doesn't seem to be any movement.
[4745.00 - 4747.00] P:1565.23 E:0.090039 |  When I was at Gatewise, there were fans coming out,
[4747.00 - 4754.00] P:1599.36 E:0.076783 |  but they seemed to be fans who'd been apprehended to possibly fake tickets or disorder.
[4755.00 - 4758.00] P:1834.74 E:0.077200 |  Nick, thank you very, very much for joining us.
[4758.00 - 4762.00] P:1734.19 E:0.084477 |  We, I think, are just hearing what time the kickoff will be, John.
[4762.00 - 4768.00] P:1428.88 E:0.087129 |  Yeah, this hasn't appeared on the screens in the stadium, but on our screens here in front of us,
[4768.00 - 4775.00] P:1546.67 E:0.078957 |  it says kickoff delayed to 9.30 local time, so that's 8.30 in the UK.
[4775.00 - 4781.00] P:1870.36 E:0.085288 |  Okay, so that is another 21 minutes from now that it seems like the Champions League final will kick off.
[4781.00 - 4784.00] P:1943.03 E:0.082171 |  Although, as Nick was just telling us, it seems to him,
[4784.00 - 4787.00] P:1732.33 E:0.083014 |  and this is consistent with the other reports that we've had here,
[4787.00 - 4791.00] P:1825.82 E:0.080118 |  that there are thousands of fans still hoping to get into the game.
[4791.00 - 4794.00] P:1713.08 E:0.083044 |  And I think, Alan, we're now in the position where, sadly,
[4794.00 - 4798.00] P:1771.48 E:0.085314 |  I think we can say with some confidence there are going to be a number of fans who do have tickets
[4798.00 - 4800.00] P:1821.88 E:0.084514 |  who won't be watching the Champions League final.
[4800.00 - 4803.00] P:1915.85 E:0.084405 |  Well, it looks that way because Julian mentioned it before,
[4803.00 - 4810.00] P:1812.60 E:0.090076 |  and still, again, looking at a lot of the gates and Zed and what he's been mentioning,
[4810.00 - 4813.00] P:1805.48 E:0.103670 |  there is still not a lot of movement of fans actually coming in.
[4813.00 - 4816.00] P:1835.44 E:0.092521 |  Still thousands of empty seats in the stadium,
[4816.00 - 4820.00] P:1790.48 E:0.084237 |  and if that is correct, that it does kick off at 9.30.
[4820.00 - 4824.00] P:1704.05 E:0.096129 |  That will be very unlikely, that all Liverpool fans will be in the stadium.
[4824.00 - 4827.00] P:1547.81 E:0.071955 |  I think the question will be asked, won't it,
[4827.00 - 4833.00] P:1549.79 E:0.076325 |  because it was so late in getting this final, whether that is a part of it.
[4833.00 - 4837.00] P:1702.72 E:0.068357 |  But I think, Julian, as you say, you know, there's one...
[4837.00 - 4841.00] P:1671.22 E:0.083808 |  I mean, this is one of the top stadiums in Europe for hosting events like this,
[4841.00 - 4844.00] P:1536.43 E:0.079025 |  and that was February, and this is the end of May.
[4844.00 - 4847.00] P:1496.58 E:0.083640 |  I mean, that has to be enough time to get your act together.
[4847.00 - 4850.00] P:1661.25 E:0.093330 |  100% and the elections are over now.
[4850.00 - 4853.00] P:1731.07 E:0.088794 |  There's Roland Garros, but that doesn't require a lot of police presence.
[4853.00 - 4855.00] P:1688.56 E:0.068089 |  It's a very different crowd, of course.
[4855.00 - 4859.00] P:1826.60 E:0.084036 |  So there's nothing else where security should be right now in Paris.
[4859.00 - 4863.00] P:1776.45 E:0.074893 |  Yes, they are in the fan zones, and rightly so again.
[4863.00 - 4865.00] P:1648.96 E:0.086038 |  But this is where I don't understand.
[4865.00 - 4871.00] P:1707.69 E:0.088943 |  Clearly, there was not enough policemen around, or certainly not used in the right way.
[4871.00 - 4873.00] P:1661.67 E:0.084788 |  And this is why we're here.
[4873.00 - 4876.00] P:1751.50 E:0.080647 |  It's interesting that Remedrius players haven't come out yet.
[4876.00 - 4879.00] P:1640.89 E:0.083095 |  It's only Liverpool, only the goalkeepers for Remedrius, Thibault Courtois,
[4879.00 - 4883.00] P:1648.60 E:0.077986 |  and Lune is number two.
[4883.00 - 4884.00] P:1854.39 E:0.093956 |  Are they on the pitch?
[4884.00 - 4887.00] P:1797.49 E:0.086909 |  Usually, you come to the dressing room 20 minutes before kick-off.
[4887.00 - 4891.00] P:1786.89 E:0.082146 |  There's 20 minutes before the new kick-off now, if you really kick-off at 9.30,
[4891.00 - 4896.00] P:1738.09 E:0.084046 |  because like Al said, there hasn't changed in the last half an hour.
[4896.00 - 4898.00] P:1437.79 E:0.089127 |  There's no more people now than there was half an hour ago
[4898.00 - 4900.00] P:1760.89 E:0.081416 |  when they delayed the kick-off the first time round.
[4900.00 - 4905.00] P:1795.09 E:0.084870 |  So I can't see why they're now saying 9.30, because for all we know,
[4905.00 - 4907.00] P:1648.00 E:0.083670 |  it might be exactly the same in another 20 minutes.
[4907.00 - 4910.00] P:1753.10 E:0.071338 |  Does that have to be a cut-off point though, for all this?
[4910.00 - 4913.00] P:1691.03 E:0.080483 |  You can't keep pushing back the kick-off.
[4913.00 - 4914.00] P:1514.56 E:0.086765 |  Exactly, yes.
[4914.00 - 4916.00] P:1421.25 E:0.076875 |  Yes, you are, maybe, maybe.
[4916.00 - 4918.00] P:1481.84 E:0.091122 |  And then you do it without those fans.
[4918.00 - 4919.00] P:1706.71 E:0.053964 |  I don't know.
[4919.00 - 4922.00] P:1742.27 E:0.083194 |  It's also very dangerous to start a game, and the fans are outside.
[4922.00 - 4924.00] P:1316.88 E:0.096574 |  They're going to get even more angry.
[4924.00 - 4928.00] P:1813.31 E:0.082863 |  They must be already frustrated, and that could even more trouble outside
[4928.00 - 4931.00] P:1803.32 E:0.086262 |  if they can hear kick-off, and if they know that the game is going on
[4931.00 - 4933.00] P:1709.79 E:0.075949 |  when they have tickets and they were not allowed in.
[4933.00 - 4938.00] P:1811.78 E:0.083248 |  And just put yourself in the position of fans who do have tickets
[4938.00 - 4940.00] P:1785.36 E:0.075526 |  and aren't allowed in.
[4940.00 - 4942.00] P:1671.69 E:0.083048 |  I mean, it's absolutely appalling.
[4942.00 - 4944.00] P:1725.94 E:0.091616 |  I've just seen this from Mark Pugatch on Twitter as well.
[4944.00 - 4947.00] P:1822.42 E:0.092276 |  He says, Liverpool fan Nick has told me four of the five gates
[4947.00 - 4949.00] P:1764.74 E:0.079967 |  they were walking towards were then shut.
[4949.00 - 4952.00] P:1730.43 E:0.079764 |  They were forced to funnel through just one gate.
[4952.00 - 4954.00] P:1684.96 E:0.088579 |  This is incomprehensible.
[4954.00 - 4956.00] P:1955.78 E:0.081467 |  Jules, we are obviously, as we're talking here,
[4956.00 - 4959.00] P:1930.81 E:0.090740 |  curiously looking at reports and speaking to people where we can who've been outside.
[4959.00 - 4961.00] P:1916.29 E:0.083099 |  What are the French press saying? What have you seen?
[4961.00 - 4964.00] P:1760.22 E:0.093195 |  They were repossed that tear gas was used by the police outside,
[4964.00 - 4967.00] P:1639.48 E:0.084180 |  which, again, is not verified.
[4967.00 - 4970.00] P:1820.38 E:0.079420 |  They've been trying to speak to UEFA,
[4970.00 - 4974.00] P:1608.52 E:0.086387 |  and UEFA, personally, said that the Real Madrid players are not coming out.
[4974.00 - 4976.00] P:1826.62 E:0.095885 |  But that they were issues at gates,
[4976.00 - 4979.00] P:1590.10 E:0.093155 |  that there were too many people trying to get into the stadium without tickets.
[4979.00 - 4982.00] P:1874.27 E:0.090452 |  Again, UEFA will always defend themselves by saying that.
[4982.00 - 4984.00] P:1851.68 E:0.086321 |  Saying it was not our fault.
[4984.00 - 4987.00] P:1779.02 E:0.072555 |  It was people without tickets that were trying to get in.
[4987.00 - 4989.00] P:1521.45 E:0.094823 |  I don't have many more information than that,
[4989.00 - 4991.00] P:1791.29 E:0.091589 |  and it seems that the French media don't know much more either.
[4991.00 - 4993.00] P:1899.38 E:0.089600 |  That's the point, though, Jules.
[4993.00 - 4996.00] P:1735.45 E:0.082349 |  We mentioned this before when we were speaking to Doug.
[4996.00 - 4999.00] P:1772.09 E:0.082915 |  That is what UEFA said after what happened at Wembley.
[4999.00 - 5000.00] P:1637.72 E:0.065496 |  Exactly.
[5000.00 - 5002.00] P:1786.92 E:0.090333 |  Once that's happened, can you use that saying excuse again?
[5002.00 - 5004.00] P:1787.68 E:0.088155 |  That is a question that people will ask.
[5004.00 - 5005.00] P:1422.00 E:0.086394 |  Completely.
[5005.00 - 5007.00] P:1605.63 E:0.085319 |  And I think people will have to give answers,
[5007.00 - 5009.00] P:1784.65 E:0.078938 |  because, again, this is not good enough.
[5009.00 - 5011.00] P:1621.72 E:0.088359 |  It's not good enough for the fans, as we've been saying,
[5011.00 - 5013.00] P:1826.63 E:0.084026 |  with tickets who are still outside, who might not even see this game,
[5013.00 - 5015.00] P:1647.68 E:0.081282 |  it's not good enough for the players.
[5015.00 - 5017.00] P:1792.92 E:0.077562 |  These are the best players in the world.
[5017.00 - 5019.00] P:1624.76 E:0.089616 |  You don't make the best players in the world,
[5019.00 - 5021.00] P:1675.93 E:0.077360 |  or any players in the world, for that matter,
[5021.00 - 5024.00] P:1807.28 E:0.082776 |  wait for their kickoff time when they've been preparing for this,
[5024.00 - 5025.00] P:1646.17 E:0.082147 |  for the whole season.
[5025.00 - 5027.00] P:1432.32 E:0.084744 |  They've been waiting for this the whole season,
[5027.00 - 5029.00] P:1843.25 E:0.075301 |  and now you're almost taking this a little bit off them,
[5029.00 - 5032.00] P:1812.77 E:0.091515 |  because you say, you know what, we messed up here,
[5032.00 - 5034.00] P:1660.52 E:0.094848 |  we're not ready, so you're going to have to wait for us
[5034.00 - 5037.00] P:1787.41 E:0.077057 |  to sort all of this out before you can play the biggest game
[5037.00 - 5039.00] P:1773.49 E:0.081841 |  for some of them in their career.
[5039.00 - 5040.00] P:1827.42 E:0.065079 |  This is outrageous.
[5040.00 - 5042.00] P:2021.20 E:0.076676 |  Just again, looking at social media, Gary Lennick has said,
[5042.00 - 5044.00] P:1788.57 E:0.080175 |  I'm not sure it's possible to have a more poorly organised event
[5044.00 - 5047.00] P:1747.61 E:0.089504 |  if you try absolutely shambolic and dangerous.
[5047.00 - 5050.00] P:1757.26 E:0.089614 |  There is now an announcement being made, as we speak,
[5050.00 - 5053.00] P:1874.85 E:0.090446 |  right now in the stadium, and you can hear the noise
[5053.00 - 5056.00] P:1990.89 E:0.090414 |  the fans are making, and part of that will be because
[5056.00 - 5058.00] P:1964.23 E:0.077603 |  of their reaction to the announcement that you waived
[5058.00 - 5061.00] P:1857.50 E:0.091212 |  for previously made here, when they said that the reason
[5061.00 - 5063.00] P:1831.89 E:0.083241 |  for the game not starting on time was due to the arrival
[5063.00 - 5064.00] P:1657.32 E:0.081602 |  of late fans.
[5064.00 - 5066.00] P:1710.26 E:0.092465 |  This is what they've now said.
[5066.00 - 5068.00] P:1907.09 E:0.096056 |  Again, it says, due to the late arrival of fans,
[5068.00 - 5070.00] P:1685.67 E:0.077808 |  the match has been delayed.
[5070.00 - 5074.00] P:1826.30 E:0.078772 |  Further information will follow in 15 minutes maximum.
[5074.00 - 5076.00] P:1878.44 E:0.095723 |  So still no confirmation for people in the ground, John,
[5076.00 - 5079.00] P:1790.42 E:0.074909 |  that this is going to kick off in 15 minutes time.
[5079.00 - 5082.00] P:1431.19 E:0.101383 |  Yeah, unless I've missed something, the people who are here
[5082.00 - 5086.00] P:1554.74 E:0.078561 |  inside the stadium have not been told yet that the plan is
[5086.00 - 5091.00] P:1588.12 E:0.069872 |  for a kick-off at half past.
[5091.00 - 5094.00] P:1805.67 E:0.077643 |  At this though, Chris Sutton, when you look down on the pitch,
[5094.00 - 5097.00] P:1789.62 E:0.076444 |  is exactly what the players would be doing with 15 minutes to go.
[5097.00 - 5099.00] P:1763.47 E:0.087534 |  They would be coming to the end of their warm-up,
[5099.00 - 5101.00] P:1591.67 E:0.075854 |  which I suspect they are now doing for the second time.
[5101.00 - 5104.00] P:1619.89 E:0.098346 |  Do you know, I find it really interesting at this moment in time
[5104.00 - 5108.00] P:1730.83 E:0.087938 |  because if we get to half past and there is no kick-off,
[5108.00 - 5110.00] P:1734.98 E:0.099435 |  they can only warm up for so long.
[5110.00 - 5113.00] P:1471.76 E:0.074788 |  Eventually there does have to be a cut-off point.
[5113.00 - 5116.00] P:1678.90 E:0.073691 |  Let's hope it kicks off at half past, but of course,
[5116.00 - 5120.00] P:1703.84 E:0.079250 |  it doesn't look to us like there are any more live-of-all fans
[5120.00 - 5121.00] P:1714.39 E:0.071385 |  getting into the stadium.
[5121.00 - 5126.00] P:1619.60 E:0.082781 |  No, those gates, Y and Z, still look very quiet
[5126.00 - 5128.00] P:1831.74 E:0.074291 |  in terms of people coming in.
[5128.00 - 5131.00] P:1645.43 E:0.082248 |  It does seem static in terms of the numbers
[5131.00 - 5132.00] P:1379.63 E:0.092845 |  of how many people are in the ground
[5132.00 - 5134.00] P:1581.33 E:0.088201 |  and how many empty-gray seats we can see.
[5134.00 - 5137.00] P:1701.13 E:0.082858 |  The other thing as well, to return to the main story
[5137.00 - 5140.00] P:1794.74 E:0.084776 |  with regard to the team and the match in Thiago,
[5140.00 - 5144.00] P:1619.32 E:0.079384 |  he has come out with Liverpool and he is warming up vigorously again.
[5144.00 - 5148.00] P:1714.88 E:0.078299 |  So it looks like he's not yet been ruled out, Thiago.
[5148.00 - 5151.00] P:1770.48 E:0.087184 |  Can I just say, Steve, quickly, the statement which you are using
[5151.00 - 5156.00] P:1670.49 E:0.086241 |  on the big screen about, you know, because of fans arriving late,
[5156.00 - 5159.00] P:1662.02 E:0.069934 |  and we've said this before, that's very unfair.
[5159.00 - 5162.00] P:1692.05 E:0.083993 |  There's going to be a lot of angry fans outside the stadium.
[5162.00 - 5164.00] P:1827.06 E:0.080219 |  Absolutely, completely agree with that.
[5164.00 - 5167.00] P:1779.24 E:0.087567 |  They certainly will be, because as we've said a couple of times now,
[5167.00 - 5171.00] P:1790.76 E:0.086479 |  when we arrived at the stadium, which was over two and a half hours ago,
