[0.00 - 5.12] P:1580.98 E:0.017439 |  Here we can see David Beckham at the mouth of the tunnel alongside
[3396.74 - 3402.26] P:1787.07 E:0.024627 |  But it went off straight into 15 year old matthew hawkins face causing him to lose an eye
[3402.90 - 3405.30] P:1689.40 E:0.025279 |  Throughout his trial at redding crown court
[3405.54 - 3411.54] P:1655.77 E:0.020674 |  Mr. Kerrk maintained that the weapon had gone off by accident when he was struck in the face by a baseball bat
[3411.78 - 3417.38] P:1524.52 E:0.037521 |  jay moore reporting the owners of the largest ocean liner in the world the queen mary two were putting extra
[3417.38 - 3421.70] P:1534.95 E:0.030777 |  Fire safety measures in place because some of the materials on board fall short of regulations
[3422.02 - 3426.74] P:1506.27 E:0.032465 |  qnard say there's no danger to passengers or crew the time now h37
[3426.74 - 3431.94] P:1115.28 E:0.036196 |  Let's check on the road starting in bed for two a closure of the m1 at junction 11 for lutan that follows an accident
[3432.10 - 3437.70] P:1191.83 E:0.035941 |  There are long queues starting to build on the approach there further south in harper chair another accident south found at junction
[3437.70 - 3440.90] P:835.92 E:0.036988 |  nine flamsted is causing problems of vehicles overturned there
[3441.38 - 3447.30] P:1176.57 E:0.038497 |  Staying on the m1 this time in leicestershire traffic at a standstill at the moment. That's due to another overturned vehicle northbound
[3447.30 - 3455.14] P:1189.19 E:0.037810 |  That's at junction 22 for markfield and north of the border an accident on the m9 in fulkirk blocking one lane northbound between junction
[3455.14 - 3457.14] P:1043.03 E:0.029706 |  eight for the m876
[3457.14 - 3462.50] P:1221.56 E:0.039061 |  And junction nine that's for the m80 at the moment a reminder for you that after every england match
[3462.50 - 3467.70] P:996.22 E:0.039921 |  You get your chance to rate the team on the five live website cast your vote and see if other listeners agree with you
[3467.86 - 3475.22] P:1012.90 E:0.039790 |  At bbc.co.uk forward slash five live that's rate the england team throughout euro 2004 on the five live website
[3475.22 - 3477.86] P:1357.61 E:0.036715 |  bbc.co.uk slash five live
[3478.98 - 3480.98] P:1512.44 E:0.025620 |  This week on the bbc
[3481.30 - 3485.06] P:1369.90 E:0.028457 |  He is the wimbledon champion a drama like no other
[3487.22 - 3490.18] P:1630.92 E:0.030878 |  Bone shaking thrills backhand reply is it good?
[3491.38 - 3497.78] P:1627.82 E:0.030916 |  Heart-stopping shots the defending champion is out at the first hurdle. He's fallen likening fast action
[3498.90 - 3502.90] P:1553.99 E:0.028711 |  126 miles per hour bizarre grunting noises
[3505.06 - 3512.26] P:1423.37 E:0.026459 |  And unbearable timmy tension tim henman. This is match point wimbledon 2004
[3512.90 - 3518.90] P:1520.72 E:0.027114 |  On bbc tv bbc.co.uk and bbc radio five live
[3521.14 - 3523.14] P:1530.65 E:0.032064 |  We'll get all the wimbledon news in a moment
[3523.62 - 3527.70] P:1677.04 E:0.029869 |  Before that eddie jordan's going to be among the guests at a five live formula one forum
[3527.94 - 3530.66] P:1845.69 E:0.027473 |  Which takes place just before the fosters british grand prix
[3530.90 - 3537.22] P:1669.27 E:0.028367 |  It's going to be on thursday the eighth of july at the jordan factory and it'll be hosted by a motor racing correspondent jonathan lejard
[3537.38 - 3542.82] P:1687.10 E:0.028298 |  If you want to be in the audience you can get tickets by calling this number and the number is 08 700
[3543.86 - 3550.42] P:1652.86 E:0.027105 |  100 500 08 700 100 500 or you can visit the website bbc.co.uk
[3551.62 - 3552.90] P:1844.25 E:0.026335 |  five live
[3552.90 - 3557.46] P:1701.87 E:0.030656 |  There's no cricket today in the one there between england and new zealand the start of the triangular series
[3557.70 - 3563.86] P:1784.02 E:0.030260 |  It rained adult trafford so no play at all there and now to wimbledon what a shock exit as well
[3564.18 - 3569.14] P:1702.99 E:0.029636 |  For one of the leading women singles lights. Here's jonathan over end for the Croatian
[3569.86 - 3576.50] P:1704.68 E:0.028795 |  Carolina sprem has been talked up as a name for the future and today she showed why with great power generated from her slender frame
[3576.58 - 3583.14] P:1750.80 E:0.024298 |  She won two dramatic center court tie breaks to put the two-time former champion venus williams out of this year's tournament
[3583.22 - 3590.10] P:1580.48 E:0.025716 |  But there was controversy early in the second set tie break went after indecision over a let court a point was played to the wrong court
[3590.26 - 3591.70] P:1589.26 E:0.013805 |  Here's venus
[3591.70 - 3596.74] P:882.37 E:0.032256 |  I was very confusing. Yes. I don't question a lot of calls. I just I just play and
[3597.46 - 3599.46] P:459.91 E:0.031755 |  do my best at that point and
[3600.18 - 3603.70] P:536.91 E:0.031829 |  Really, that's what I did at that point also. I'd like to think that
[3604.74 - 3606.42] P:437.66 E:0.028353 |  One point doesn't
[3606.42 - 3608.42] P:930.36 E:0.023492 |  Doesn't make a difference, but
[3608.42 - 3610.42] P:703.18 E:0.032286 |  Obviously it was a wrong call. Yes
[3610.98 - 3617.14] P:1745.98 E:0.024754 |  Number two seed anastasia miscina recovered from losing the first set to beat an eco capros of hungry 64 in the third
[3617.46 - 3622.34] P:1421.62 E:0.026940 |  Lindsay Davenport jennifer capriati and amily merezmo were others recording wins on day four
[3622.66 - 3626.66] P:1677.36 E:0.021849 |  A trio of contenders no doubt boosted tonight by the exit of venus williams
[3627.06 - 3632.66] P:1414.20 E:0.028074 |  But martina navrata lova's wimbledon singles comeback ended within the past half hour out on court three beaten by
[3632.82 - 3635.62] P:1899.34 E:0.020906 |  Gisela dulco 36 6363
[3636.42 - 3638.90] P:1670.09 E:0.031571 |  So on court three in the shadow of the arena
[3638.98 - 3642.90] P:1745.59 E:0.031523 |  She loves so much where she became a tennis legend in the shadow of center court
[3643.46 - 3649.54] P:1228.83 E:0.035260 |  Martina navrata lova is on the brink four hand reply from dulco. It's into the net from navrata lova
[3650.82 - 3656.66] P:1510.14 E:0.036168 |  And a golden thread that stretches all the way back to 1973 has been broken
[3657.38 - 3661.94] P:1560.74 E:0.033540 |  The 47 year old who was crowned queen here no less than nine times
[3662.58 - 3668.26] P:1507.80 E:0.033803 |  Has played her 134th and final match at wimbledon in the singles. There will be no more
[3669.22 - 3672.50] P:1628.29 E:0.021098 |  Nick Mullins with the commentary nick it sounds as though she didn't embarrass herself
[3672.82 - 3677.70] P:1683.18 E:0.023283 |  No far from it. She was sharp and she was eager. She um, she looked as determined as she might have done 31 years ago
[3677.70 - 3679.38] P:1712.42 E:0.026428 |  And she actually won the first set 63
[3679.38 - 3684.26] P:1571.36 E:0.025986 |  But you always sensed that if she was going to reach the third round and she couldn't afford to let it go to three sets
[3684.50 - 3689.14] P:1449.10 E:0.018636 |  And dulco won the second 63 won the third 63 and navrata lova did visibly
[3689.54 - 3692.42] P:1468.15 E:0.017201 |  Tired but some terrific scenes court three supposed to hold
[3693.14 - 3697.70] P:1496.99 E:0.016656 |  800 people there were probably like 1800 watching packing the stands peering over shoulders
[3697.94 - 3701.30] P:1626.29 E:0.018123 |  Pushing in the walkways through hedges on tiptoes to go over walls
[3701.46 - 3707.06] P:1424.52 E:0.021807 |  They will never see her likes again a brave evening effort from bristol 19 year old emily webby smith
[3707.14 - 3710.02] P:1874.39 E:0.022286 |  She took the experienced amy frazier into a deciding set
[3710.26 - 3715.38] P:1661.60 E:0.021575 |  But at six all final set webby smith was broken to 30 and frazier served out the match
[3715.70 - 3719.22] P:1578.99 E:0.025123 |  Other british players and kiorda vong and katie o brian also lost today
[3719.46 - 3724.42] P:1749.99 E:0.025319 |  So did lee childs and johnny marie in the mens married 10 eight in the final set to carol beck
[3724.66 - 3730.58] P:1670.71 E:0.022376 |  But victory for mark hilton in three straight splendid sets against former top 10 player albert costa
[3730.90 - 3734.50] P:1547.55 E:0.023760 |  Elsewhere roger federer took just 54 minutes to beat alejandro fire
[3734.82 - 3738.82] P:1585.10 E:0.026495 |  Andy roddick beat jimmy wong and victories for gauran evenis of itchin latin huet
[3738.98 - 3745.62] P:1508.76 E:0.025136 |  They'll meet in the third round in the women's davin port capriati and merez moal winners as i mentioned while the saddest side of the day
[3745.94 - 3753.14] P:1616.95 E:0.025594 |  Was marit saffin sister dinara safina in floods of tears on court after losing the first eight games of her match with paris sintonia
[3753.54 - 3756.18] P:1500.71 E:0.024812 |  Sinaa safina retired with an injured back
[3757.30 - 3762.66] P:1702.97 E:0.030031 |  Thank you very much indeed jonathan here in lisbon portugal nail england one at halftime michael urn with the goal
[3762.74 - 3768.90] P:1775.80 E:0.029325 |  Wayne rooney has gone off he appeared to be kicked on the foot when chasing for a through ball with ontrade the portuguese defender
[3769.22 - 3772.90] P:1727.30 E:0.027388 |  Who it seemed accidentally stepped on his foot and took his boot off in the process
[3773.22 - 3779.62] P:1706.27 E:0.027669 |  Anyway, rooney is off and deras for sale on yellow cards for steven gerrard and gary neville a very exciting
[3780.02 - 3784.18] P:1818.93 E:0.028691 |  First half wainbridge and joe cole knew them was in any action doing the championship so far
[3784.18 - 3790.82] P:1770.85 E:0.028813 |  They're out just passing the ball to each other under the eye of sammy lee and phil williams with glastonbury starting tomorrow
[3791.14 - 3794.18] P:1752.60 E:0.028352 |  Is with an excitable crowd in the west country phil?
[3795.30 - 3798.58] P:1254.12 E:0.035670 |  Hello mark there's people as far as the eye can see here at glastonbury
[3798.74 - 3802.82] P:1016.93 E:0.033876 |  They're thoroughly enjoying the football boobies you want to pumping out on two huge screens
[3803.30 - 3806.82] P:957.32 E:0.031141 |  And the last time i saw this many people when there wasn't a main act on stage
[3806.82 - 3809.30] P:1406.05 E:0.032858 |  It was on a sunday at midday when rolf harris was on
[3809.94 - 3812.66] P:744.09 E:0.033796 |  Rolf harris eat your heart out. It's michael owing. They've all come to see tonight
[3812.74 - 3816.82] P:1219.21 E:0.029276 |  There are flags right up the hill and somebody's read the script because despite the weather predictions
[3817.06 - 3822.58] P:1043.56 E:0.033822 |  There's very little mud around mark and the sun is shining over glastonbury a delighted glastonbury that englander won nil up
[3822.90 - 3827.62] P:1555.68 E:0.027592 |  Thank you phil let's go to london then earls quarter football exhibition there mark clemett is there for us
[3827.78 - 3833.06] P:1334.52 E:0.036233 |  Yes, and where james wick or edinard and we're trying to make off with my broadcasting gear before i apprehended them
[3833.06 - 3839.06] P:1301.49 E:0.033104 |  So rather than shop them to the police. I thought we'd get that opinion on the first half one hell of a start james
[3839.14 - 3842.58] P:1274.22 E:0.031945 |  Oh, it's brilliant. Uh, you can't ask for more than michael owing scoring after three minutes
[3842.58 - 3845.70] P:1267.82 E:0.032394 |  So glad he scored because everyone's been relying on runy
[3846.10 - 3849.86] P:1256.83 E:0.033696 |  But absolutely brilliant start. I just hope we kind of keep it up and we're defending okay
[3850.26 - 3854.50] P:1230.09 E:0.032114 |  So let's just hope we keep up for the second half wick or i mean, what did you make to the rest of that half?
[3854.58 - 3857.70] P:1155.09 E:0.034113 |  I thought there were a couple of good own chances cambal got one just over the bar
[3857.94 - 3861.46] P:1118.85 E:0.035183 |  Yeah, there were a good couple of good chances, but we're just defending too deep for me
[3861.78 - 3866.58] P:1088.48 E:0.039829 |  It's worrying you lovey isn't it it is worrying me. I think we need to go for a second goal kill the game off
[3866.90 - 3870.74] P:1234.13 E:0.028038 |  Get us in the semi-finals. Thanks very much ed runy off
[3871.06 - 3871.94] P:893.69 E:0.026036 |  Yeah
[3871.94 - 3876.18] P:1060.15 E:0.034632 |  Um if i'm not in the squad then i would be a bit, you know gutted but as i was in the squad
[3876.18 - 3878.50] P:956.19 E:0.034768 |  I think we can rely on him a bit more now that runy's gone off
[3878.82 - 3882.02] P:1178.13 E:0.031627 |  I think the sales of runy replacement and i think we can rely on him as well
[3882.18 - 3884.42] P:1029.35 E:0.033417 |  I'll dem quick word on the second half. How do you see it going?
[3884.66 - 3888.98] P:1296.09 E:0.028267 |  I see the david james had a solid performance and i'd like to keep him up for the rest of the tournament
[3889.78 - 3895.14] P:1299.10 E:0.033249 |  Is that your comment? That's it. Absolutely. Well, I feel we've I feel we've emptied on a bit of a
[3895.78 - 3899.38] P:1275.97 E:0.039991 |  A bit of a dump squib actually. I was looking for a bit more positivity mark, but
[3900.58 - 3905.94] P:1590.84 E:0.036806 |  I'm gonna hand back to you. They're a bit subdued here a bit reserved. You know what i mean? It's nervous. That's why
[3906.10 - 3910.90] P:1445.71 E:0.040300 |  Well, I don't know. It's very tense. I was trying to kiss people with that goal, but they were running away from me
[3910.98 - 3915.94] P:1577.47 E:0.033989 |  What's the matter with them here? I'm not surprised. I'm not blaming them. Let's talk to graham taylor about the michael owing goal
[3915.94 - 3920.42] P:1744.63 E:0.028076 |  We actually haven't discussed the goal as yet. We discussed how well he's played his all-round performance
[3920.58 - 3925.38] P:1712.14 E:0.031047 |  But it's amazing to keep his head and it was a it's a fabulous pirouette through pretty well a full revolution
[3925.38 - 3930.02] P:1677.72 E:0.031285 |  Yeah, but he'd read it. I mean the two centre backs of portugal really they gave no information
[3930.26 - 3935.70] P:1572.97 E:0.028360 |  To costina in front of them allowed him to backpedal and had it blindly back to the keeper
[3936.02 - 3941.86] P:1739.58 E:0.032457 |  And in fact, uh, I think it was car value had let michael owing run and then it was a great finish for him because you know
[3942.02 - 3944.10] P:1968.05 E:0.036971 |  He took it early you ask any goalkeeper
[3944.10 - 3947.86] P:1942.22 E:0.035546 |  They don't want they don't want the early strike because they can't position themselves
[3948.26 - 3953.06] P:1813.16 E:0.035708 |  And just recently michael has been taken an extra touch because of that lack of confidence
[3953.38 - 3956.90] P:1801.32 E:0.037215 |  But here whipped it in over in a very very good finish
[3957.30 - 3963.22] P:1893.54 E:0.032377 |  If you're on the road for the next 45 minutes, please drive carefully if you're at home remove anything breakable
[3963.70 - 3968.74] P:1830.25 E:0.031719 |  Within arms reach it could be a roller coaster ride. It seems to back out the referee is back out
[3968.74 - 3972.34] P:1723.01 E:0.023653 |  And alan green here we go again
[3974.74 - 3976.74] P:1471.22 E:0.033840 |  England need another goal
[3977.22 - 3978.98] P:1423.11 E:0.037177 |  I don't think um
[3978.98 - 3980.98] P:1589.09 E:0.038492 |  This game that is so open
[3981.54 - 3983.54] P:1576.98 E:0.038774 |  I can't see portugal not scoring
[3984.74 - 3986.74] P:1664.72 E:0.039143 |  We'll see no further changes
[3986.98 - 3991.38] P:1361.82 E:0.042465 |  Um, so portugal's lineup is as follows. Ricardo is the goalkeeper the defenders on michael
[3991.86 - 3994.34] P:1373.89 E:0.040362 |  covalho andrade and mila valente
[3994.90 - 3997.46] P:1534.77 E:0.041784 |  And midfield of costinia and maniche
[3997.70 - 4002.66] P:1565.40 E:0.041029 |  They're the defensive ones ahead of them figo deco and rinaldo and the lone striker nuna gomez
[4003.30 - 4008.10] P:1788.16 E:0.038572 |  England have had to make the one change of course really off engine up to 26 minutes for cell on
[4008.50 - 4014.98] P:1725.55 E:0.038081 |  So it's james and goal defenders neville terry camber cole midfield beckham jerrod lampard scores
[4015.70 - 4022.02] P:1696.13 E:0.035317 |  And the striker is now on the goal scorer after less than three minutes and the cell who will be furthest forward
[4022.42 - 4025.14] P:1628.26 E:0.024426 |  Um, I'd like to see a bit more from beckham
[4026.34 - 4029.46] P:1430.82 E:0.035110 |  But that's been true of the whole of euro 2004 so far
[4030.10 - 4033.30] P:1500.25 E:0.030013 |  lampard flicks the ball to ashley cole cole
[4033.94 - 4038.74] P:1614.60 E:0.030520 |  beaten by the tackle from miguel and deco has certainly been the danger man deco
[4039.46 - 4042.02] P:1725.18 E:0.034361 |  Oh, wow. He gets another soft free kick
[4042.66 - 4045.86] P:1755.02 E:0.030432 |  So many soft free kicks being um won by deco
[4046.50 - 4051.94] P:1587.86 E:0.032761 |  Or at least awarded by ursmire the referee it's taken and it's forward to nuna gomez and nuna gomez
[4052.18 - 4056.42] P:1740.14 E:0.031250 |  To figure on the far side the portuguese left just to the left of england's penalty
[4056.90 - 4061.54] P:1778.50 E:0.032855 |  Checks onto his right foot not once but twice plays it back shot a chip in straight into the arms of james
[4061.94 - 4066.66] P:1823.86 E:0.033506 |  It was munich who lashed it in there was a good strike on the outside of his right foot. It's an inside left channel
[4067.22 - 4072.58] P:1610.97 E:0.033111 |  Comfortably saved by david james, but so straight away. You see that deco has gone on and played in a more advanced role
[4072.66 - 4074.66] P:1581.61 E:0.034568 |  Just going up alongside nuna gomez as well
[4074.98 - 4078.10] P:1673.15 E:0.031818 |  And i'm going forward without the try and push men forward to try and win it back
[4078.10 - 4080.74] P:1613.96 E:0.030895 |  And hopefully that might leave a bit of spice for viselle and ferroan
[4081.14 - 4086.02] P:1772.55 E:0.033092 |  england and their white shirts attacking the goal to our left in this second half
[4086.42 - 4090.82] P:1706.95 E:0.032158 |  And we'll play by nuna valentino the far side and then it's backed by munich to his goalkeeper
[4090.90 - 4091.70] P:1723.88 E:0.028450 |  rickardo
[4091.70 - 4096.50] P:1702.51 E:0.035964 |  Tell me this to goalkeepers escape this rule about tucking in the shirts then terry because the fourth official was
[4096.98 - 4101.94] P:1743.96 E:0.032367 |  Incredibly pedantic when viselle came on and rickardo has his shirt outside his shorts
[4102.74 - 4105.06] P:1697.19 E:0.034350 |  Nazi level empty on the far side the left back you know
[4105.06 - 4111.54] P:1682.47 E:0.034140 |  See the five live in the bbc england lead portugal by a golden ale and the quarter final of euro 2004
[4112.10 - 4115.94] P:1742.43 E:0.038062 |  It's back and it's with figo and there's danger figo's shot though was well wide
[4116.58 - 4118.18] P:1751.57 E:0.035552 |  And he's disappointed
[4118.18 - 4122.18] P:1755.73 E:0.033671 |  You know, i just see gary neville then talking to his two central midfield players that tuck across
[4122.50 - 4125.78] P:1397.12 E:0.036156 |  You've got to get across if the balls are going out wide david beckham goes out wide
[4126.02 - 4128.02] P:1709.29 E:0.030987 |  Then it's up to gerard to get out
[4128.10 - 4130.58] P:1633.47 E:0.037063 |  And it's up to lampard to slide across as well and skulls
[4130.90 - 4136.34] P:1648.37 E:0.038101 |  That england midfielder's got to slide across and leave the least dangerous player, which is the opposite wide midfield player
[4136.82 - 4142.10] P:1730.00 E:0.037060 |  David james who made one worrying fumble in the first half had got away with it takes the goal kick
[4142.50 - 4146.74] P:1719.65 E:0.030859 |  Here's gerard can't control that header and it's with nuna gomez
[4147.38 - 4154.42] P:1716.97 E:0.034447 |  Who finds munich and munich looking to the right side and rinaldo cold comes short good play by rinaldo into deco
[4154.50 - 4158.82] P:1772.69 E:0.036657 |  Onto rinaldo again actually called excellent tackle though. He has to put it behind for a corner
[4159.30 - 4162.58] P:1611.32 E:0.034370 |  He had to get you had to make the tackle because it was just about inside the box
[4162.58 - 4166.42] P:1559.70 E:0.035976 |  And it was uh, going to go right on to rinaldo to put it into the box and uh
[4166.66 - 4173.22] P:1750.74 E:0.037100 |  Actually cold got back in time good good tackle first corner of the second half of portugal deco to take it from the right hand side
[4174.26 - 4178.90] P:1736.33 E:0.036750 |  And here it comes the corner for portugal deep and james punches it when he could easily have got that
[4179.22 - 4182.90] P:1670.12 E:0.032797 |  It was a good punch in the end one bounce in the title playing the far side of the field
[4183.70 - 4188.90] P:1652.04 E:0.028885 |  My direction sometimes soon think of a defensive midfield player to look after deco
[4190.50 - 4194.58] P:1383.98 E:0.032308 |  Yeah, you may have to but uh, we wouldn't take anybody off at the moment the balance of the team is not bad
[4194.58 - 4197.78] P:1447.02 E:0.031635 |  But uh, minglin just camped in their own half. They can't get out of the moment
[4198.98 - 4200.98] P:1678.50 E:0.037764 |  England holding on to one nil
[4201.46 - 4206.74] P:1721.26 E:0.034684 |  And they think how much they held on to one nil in the opening game of their group against france
[4206.74 - 4208.74] P:1720.67 E:0.034783 |  And then it all went wrong and stop each time
[4209.54 - 4212.98] P:1583.07 E:0.034700 |  The throw into portugal on the far side level with the edge of the england penalty area
[4213.30 - 4215.30] P:1928.72 E:0.032121 |  It goes back to maniche and maniche
[4215.86 - 4217.86] P:1678.24 E:0.033044 |  Hits it into the center circle in cavalia
[4217.86 - 4222.82] P:1578.76 E:0.035222 |  There's not an england player within 15 yards of the halfway line now miguel the right back and it's starved forward
[4223.06 - 4225.46] P:1665.67 E:0.038175 |  And here's the dangerous deco deco though
[4226.18 - 4228.82] P:1632.61 E:0.038412 |  That was a poor touch from him and cold hits it off the
[4229.46 - 4233.46] P:1699.66 E:0.039313 |  Brazilian stroke portuguese has had a play for a throw into england hold to take it
[4234.42 - 4240.98] P:1573.06 E:0.040419 |  And we've only played three and a half minutes in a long time to go good ball by deco and ronaldo but ronaldo was slowly react
[4241.38 - 4246.10] P:1606.55 E:0.035439 |  And it goes beyond him and behind for a goal kick. I mean is it really 41 minutes to go?
[4247.70 - 4252.66] P:1654.04 E:0.036160 |  I think we went down this road quite a few times and pretty recently as well, but uh, even though they fend him pretty well
[4254.10 - 4258.10] P:1868.67 E:0.035909 |  The danger is deco if he gets the ball in and around the edge of that box if he touching is down
[4258.74 - 4261.94] P:1782.58 E:0.034439 |  And uh, portuguese they just got to get more men into the box if possible
[4262.34 - 4265.70] P:1825.23 E:0.031666 |  James takes the goal kick towards the right side beckon this time's his jump
[4266.02 - 4269.62] P:1809.60 E:0.030640 |  Here's figo the other number seven back to maniche figo again
[4269.62 - 4275.06] P:1669.37 E:0.031751 |  They put a lot of the ball in this second half for jubo figo to the left side and nuno valente
[4275.62 - 4278.98] P:1589.12 E:0.035184 |  And nuno gomez is the only portuguese player looking in the edge of the penalty area
[4279.14 - 4280.74] P:1715.94 E:0.029928 |  They see a lot of the ball
[4280.74 - 4282.74] P:1604.44 E:0.031087 |  And in the middle of the england half
[4283.06 - 4286.34] P:1648.69 E:0.030928 |  Have they got the penetration that will find them an equalizer?
[4286.82 - 4292.02] P:1710.12 E:0.029777 |  Costinha why turn into valente figo makes the break and lampar was slow to go with him
[4292.10 - 4297.06] P:1725.24 E:0.030824 |  Figo gets the pass from nuno valente why turn into valente again who checks beckham is facing up
[4297.70 - 4301.86] P:1745.76 E:0.033831 |  Deep inside the england half valente gets the cross in james hoy fumbles again
[4302.82 - 4308.58] P:1862.89 E:0.031160 |  Goodness gracious that it's behind for well, maybe it's a free kick no excuse no excuse at all
[4309.54 - 4314.02] P:1536.60 E:0.032462 |  No valente actually crossed the ball right on the touch line the ball was houring towards the the near post
[4314.02 - 4318.58] P:1782.96 E:0.033924 |  David james comes terrible. I think the ball actually might have just struck the post and then david james named
[4318.58 - 4322.82] P:1970.68 E:0.037704 |  It was one of those ones where david james couldn't go through the post the post was in his way dropped it
[4323.06 - 4326.66] P:1970.50 E:0.036540 |  In the referee deemed that it was a foul on david james. I think it was gomez
[4327.14 - 4330.10] P:1881.95 E:0.036956 |  That fouled him when he was going for the rebound that was uh, that was pretty scary
[4330.74 - 4336.26] P:1797.70 E:0.033264 |  You know, I don't make many notes about players, but alongside david james name. I've got mistake waiting to happen
[4337.78 - 4339.78] P:1830.37 E:0.030908 |  england lead 1-0
[4339.78 - 4341.78] P:1785.19 E:0.033032 |  Here's and ravi
[4341.78 - 4343.06] P:1594.98 E:0.038755 |  To the car of cavalia
[4343.30 - 4344.34] P:1880.81 E:0.029504 |  Cavalio
[4344.34 - 4350.74] P:1766.95 E:0.036217 |  Right footed ball upfield driven deep headed away not cleverly away new nougomas collects edge of the penalty here
[4350.98 - 4354.50] P:1742.49 E:0.036214 |  Campbell retrieves his earlier mistake clears it to gerard and here's lampard
[4355.14 - 4358.98] P:1646.97 E:0.030100 |  Gerard again gerard and gary neville both booked in the first half
[4359.46 - 4364.18] P:1672.18 E:0.030384 |  Gerard a little hurry there trying to find vasel and deceptive and then vasel wins it back
[4364.58 - 4368.98] P:1695.72 E:0.035942 |  Gerard on towards michael owen headed away by andrade once more because dingy
[4369.46 - 4372.90] P:1743.32 E:0.030303 |  You just feel a pressure mounting again. What what?
[4373.86 - 4375.86] P:1735.42 E:0.029178 |  39 minutes to go
[4377.30 - 4379.62] P:1645.20 E:0.036539 |  Nunavalante in the fire this watch has got to be wrong
[4381.22 - 4382.66] P:1924.96 E:0.029391 |  Here's manish
[4382.66 - 4385.14] P:1656.25 E:0.034444 |  Manish left of the center circle to nunavalante
[4385.70 - 4387.70] P:1695.49 E:0.035165 |  Deco's down the left flank at the moment
[4387.94 - 4388.82] P:1753.01 E:0.031648 |  and
[4388.82 - 4395.14] P:1698.78 E:0.031885 |  Nunavalante cuts infield he's midway inside the england half and now it's to deco gary neville comes close
[4395.54 - 4401.22] P:1724.37 E:0.030780 |  Deco moving to his right finds figo figo checks and then he's well tackled by lampard
[4401.30 - 4405.30] P:1693.22 E:0.037573 |  Will the ball break hard enough towards owen it doesn't it's well played by miguel
[4406.10 - 4408.10] P:1881.19 E:0.035008 |  and the portuguese fans
[4408.42 - 4414.18] P:1676.72 E:0.034026 |  Sense that the momentum is with their team even though they trailing them by golden elv scored by michael owen
[4414.66 - 4420.02] P:1741.00 E:0.033555 |  With less than three minutes played in this the first of the quarter finals in euro 2004
[4420.98 - 4422.18] P:1739.30 E:0.026592 |  Throw in
[4422.18 - 4428.98] P:1678.85 E:0.032130 |  To portugal miguel takes it and plays it to manish and manish whips the pass quickly to the far side the left flank and nunavalante
[4429.46 - 4432.10] P:1659.58 E:0.032607 |  Technically, they're very good. Have they got the penetration?
[4432.42 - 4436.58] P:1635.79 E:0.035656 |  Figo comes forward again a couple of stepovers from in we know where we're now lou learned it from
[4436.66 - 4442.74] P:1713.48 E:0.034983 |  Here's renauld edge of the penalty here his shot blocked well blocked by ashley coal and that rebounds out of play on the halfway line
[4442.82 - 4444.26] P:1658.27 E:0.033862 |  Yeah, it's typical portuguese players
[4444.26 - 4449.46] P:1543.64 E:0.034341 |  Isn't it they have all the ball they spread the play from left to right about nine or ten passes and then get to the edge of the box
[4449.54 - 4451.94] P:1492.15 E:0.033930 |  And they don't get a shot they don't get a shot on target
[4451.94 - 4455.22] P:1579.85 E:0.033266 |  They don't get any real chances, but they have a lot of possession which is worrying
[4455.86 - 4460.66] P:1666.63 E:0.032722 |  Graham taylor is alongside me the former england captain and graham and others said amongst england substitutes that
[4461.06 - 4464.34] P:1543.56 E:0.031536 |  Limbering up on this touchliner fill neville and no one hargues
[4464.82 - 4468.98] P:1572.71 E:0.036355 |  What are you what are your thoughts? It wouldn't be it wouldn't surprise me to either of them come on at all
[4469.38 - 4473.38] P:1662.56 E:0.034203 |  I mean portugal having so much of the possession at the present time that it is worrying
[4473.70 - 4480.02] P:1866.41 E:0.037076 |  And that it probably you know sooner or later. I think spend garen erickson will have to probably consider making that change
[4480.74 - 4482.58] P:1905.98 E:0.037347 |  Lampard towards cold under left side
[4482.58 - 4486.98] P:1696.00 E:0.033952 |  He's tackled and I thought he was fired by renauld but renauld gets away with it and then he plays it off
[4487.22 - 4490.02] P:1792.07 E:0.032848 |  ashley coal and it's going to be a throw in the portugal
[4491.06 - 4492.26] P:1711.89 E:0.019582 |  I mean
[4492.26 - 4494.10] P:1819.29 E:0.028811 |  schools isn't playing badly
[4494.10 - 4496.10] P:1782.33 E:0.025893 |  But he doesn't afford
[4496.18 - 4500.34] P:1739.13 E:0.028772 |  A great deal of defensive support to ashley coal down this england left flank terry
[4500.42 - 4505.14] P:1668.53 E:0.034530 |  While he's sliding across well on the balls across the other side england they're very very good in two terms of two banks of
[4505.14 - 4508.66] P:1650.58 E:0.032747 |  four stopping portugal really getting into the box and making chances but
[4509.46 - 4515.06] P:1597.88 E:0.033718 |  Still giving portugal a lot of possession. Here's nunagomas. He's supposed to be the furthest form of player for portugal
[4515.38 - 4516.98] P:1664.36 E:0.030076 |  And he wins a throw in
[4516.98 - 4518.34] P:1815.12 E:0.025717 |  An outrageous decision
[4518.34 - 4522.50] P:1593.34 E:0.029898 |  Well, the referee actually pointed to the lines and saying I think it's for for england and the lines went no
[4522.50 - 4525.62] P:1442.88 E:0.031764 |  I think it's for portugal so the referee says okay, then it's for portugal. Why not then?
[4526.02 - 4528.82] P:1618.70 E:0.033129 |  Eight and a half minutes gone on the second half england one portugal no
[4529.62 - 4531.14] P:1625.80 E:0.035199 |  Riccardo Carvalho
