[0.00 - 4.64] P:1650.91 E:0.056779 |  We knew in advance that they would do that. The players felt that was important.
[1828.50 - 1832.50] P:1585.02 E:0.108120 |  carrying it forward up towards the corner of the penalty area he's still going
[1832.50 - 1836.50] P:1524.54 E:0.098855 |  to spend his backing off and then he checks back and then Mount plays the ball
[1836.50 - 1840.50] P:1661.80 E:0.105862 |  across to the right-hand side Trippier works across Kane with a header across the
[1840.50 - 1844.50] P:1502.58 E:0.099298 |  penalty area and that is headed away but not completely clear by Iran Jude
[1844.50 - 1849.50] P:1577.27 E:0.098407 |  Bellingham is onto it for England still just 19 years old all lovely footwork
[1849.50 - 1853.50] P:1609.08 E:0.102560 |  from Sterling into the edge of the penalty area and then the challenge came in from
[1853.50 - 1857.50] P:1579.98 E:0.103944 |  Magic Hussain he put it behind for an England corner. That's a lovely wonderful bit of skill
[1857.50 - 1861.50] P:1548.44 E:0.100328 |  from Raheem Sterling a little touch a little nutmeg thought he had the opportunity just got
[1861.50 - 1867.50] P:1479.47 E:0.097028 |  through but again it's good for England. Iran go to press actually having the strength
[1867.50 - 1872.50] P:1482.71 E:0.098388 |  and the conviction the passing and the skill to get out of that press and then you're away
[1872.50 - 1877.50] P:1497.06 E:0.096643 |  so games almost in two sections around the England penalty area then around the Iran
[1877.50 - 1882.50] P:1542.29 E:0.105072 |  that whole centre of the pitch which is bypassed. Trippier to take this corner from the right-hand side
[1882.50 - 1888.50] P:1531.93 E:0.107489 |  and get the ball himself the hoardings are quite a long way behind the goals here
[1888.50 - 1892.50] P:1578.05 E:0.105429 |  and the ball was up against it so he's done that puts the ball in the quadrant
[1892.50 - 1897.50] P:1613.10 E:0.102218 |  Trippier waiting to take this and we now know that they can wrestle each other as much as they like
[1897.50 - 1902.50] P:1582.31 E:0.107197 |  you know we're not going to see a penalty so the Iranian defenders will think they've
[1902.50 - 1908.50] P:1635.01 E:0.098972 |  perhaps got more licence because of that earlier incident Trippier to take the corner
[1908.50 - 1914.50] P:1600.19 E:0.106618 |  and it's headed against the outside of the post. McGuire arriving on the stretch
[1914.50 - 1920.50] P:1572.26 E:0.102596 |  he managed to get that forehead to it but couldn't direct it on target and it hit the outside of the post
[1920.50 - 1926.50] P:1540.70 E:0.095434 |  and the Iranian goal survives and Iran bring it away down the other end with Mohammedi
[1926.50 - 1931.50] P:1450.94 E:0.096710 |  Mohammedi though loses out England were back quickly in numbers Bukhaya Saka as well stabs it forward
[1931.50 - 1936.50] P:1587.80 E:0.100431 |  but Bellingham can't reach that and it's out of play for a thrill but McGuire could easily have had a penalty
[1936.50 - 1941.50] P:1550.36 E:0.100549 |  earlier in the game and he could easily have scored the opening goal there it's struck the top of the bar
[1941.50 - 1947.50] P:1579.44 E:0.098366 |  actually next to the top of the post. It's so well to meet the ball every senior every bit of strength
[1947.50 - 1952.50] P:1500.88 E:0.097415 |  onto it all he can do is try and guide it Jordan Pickford celebrating at one end
[1952.50 - 1959.50] P:1504.73 E:0.089857 |  balls hitting the bar at the other actually John Stones was the one that was free but he just drifted over the top of him
[1959.50 - 1965.50] P:1480.98 E:0.096187 |  Harry McGuire did really well just to meet it that is a let-off and England are really causing problems
[1965.50 - 1973.50] P:1578.41 E:0.085886 |  for Iran from corners from from crosses well it was interesting there that John Stones just got free run
[1973.50 - 1979.50] P:1562.83 E:0.092816 |  clearly the referee has gone out of power the word in his ear maybe and certainly in the defenders ear to say look
[1979.50 - 1986.50] P:1465.03 E:0.083341 |  you do that again I'm gonna have to give one. Yeah but strictly speaking you shouldn't have to do two
[1986.50 - 1989.50] P:1360.50 E:0.090287 |  team second chances at a world cup
[1989.50 - 1991.50] P:1479.10 E:0.083417 |  I wouldn't mind one
[1991.50 - 1999.50] P:1551.93 E:0.097827 |  more on that later in the tournament in a few days time maybe
[1999.50 - 2007.50] P:1382.40 E:0.097048 |  England 0 Iran 0 USA to come and you will hear that USA Wales match from 7 o'clock tonight Ian Dennis and Dion Dublin
[2007.50 - 2015.50] P:1444.19 E:0.096121 |  James Collins as well as is involved in the coverage from back in the UK as Iran have the ball in their left back position
[2015.50 - 2022.50] P:1524.94 E:0.090247 |  and Ruth Bay Cheshmea that gives it away to Bellingham Bellingham tall
[2022.50 - 2031.50] P:1426.40 E:0.081992 |  stately graceful back to Trippia and now back to Stones and McGuire in the centre circle Harry McGuire very nearly came
[2031.50 - 2038.50] P:1455.38 E:0.096687 |  within just a few inches really or centimetres if you prefer from scoring England's first goal at this world cup
[2039.50 - 2047.50] P:1582.77 E:0.098667 |  McGuire plays the ball across McGuire who scored in both of the quarterfinals in the two previous Garra Southgate tournaments remember
[2047.50 - 2054.50] P:1723.24 E:0.105526 |  McGuire playing it to the edge of the area now with the touch Sterling is there now Shaw with the cross Bellingham heads it in
[2054.50 - 2063.50] P:1602.12 E:0.113559 |  England score and it's Jude Bellingham who scores England's first goal at this world cup and his first goal for England
[2063.50 - 2073.50] P:1531.41 E:0.107504 |  at 19 years old what a moment for this rising star England lead Iran by one goal to 0 with 10 minutes to go to half time
[2073.50 - 2082.50] P:1531.55 E:0.110291 |  a one end of the stadium erupts with the England fans in his pockets everywhere just celebrating that goal it's a brilliant goal from England
[2082.50 - 2089.50] P:1647.37 E:0.108145 |  Jude Bellingham takes the applause takes the congratulations from his team mates and it was the timing of his run
[2089.50 - 2098.50] P:1478.52 E:0.103057 |  talks about it before the game waiting outside the box waiting for the interchanger passing down the left hand side completely unmarked
[2098.50 - 2109.50] P:1493.95 E:0.100183 |  drifted the header wonderfully guided over Hussainy into the far top corner it paused time paused for a moment waiting for that to go in
[2109.50 - 2117.50] P:1434.15 E:0.098426 |  his heart would have been in his mouth for a moment but he would have known he would have known it's a brilliant header it's a fantastic goal
[2118.50 - 2131.50] P:1524.32 E:0.094584 |  he's bided his time Jude Bellingham this is his 18th cap for England and he's come close he's had the ball in the net I remember on at least one occasion
[2131.50 - 2138.50] P:1451.71 E:0.103454 |  but this one counts an England leader ran by one goal to 0 and let's get a view on it from Matt Upson from Pickside
[2138.50 - 2145.50] P:1604.25 E:0.104792 |  but all of a sudden John there's a crowd in the stadium isn't there the noise from my left hand side behind me was incredible
[2145.50 - 2153.50] P:1648.64 E:0.086707 |  all England fans up off their seat it was a really good goal actually I loved the pass of Harry McWale we have to give that a little mention
[2153.50 - 2155.50] P:1735.35 E:0.100676 |  I was perfect position behind the goal
[2155.50 - 2166.50] P:1576.69 E:0.094126 |  Kane now plays it forward but it just runs away just runs away poor poor from Iran losing it in that position but Mount couldn't reach the pass from Kane so it's back down to Matt
[2166.50 - 2175.50] P:1484.15 E:0.098025 |  yeah I was in a great position John to see the first pass from Harry McWale because really referenced that play around the left was really nice but he broke the lines with a really positive pass
[2175.50 - 2184.50] P:1484.24 E:0.094827 |  and I think it might have been Mount straight through the midfield into the front and the movement came off that so really good pass from McWale who's actually started really well
[2184.50 - 2195.50] P:1539.54 E:0.099259 |  it was interesting it was that position from Mount that he's been picking up and that interchange between him, Shore and Sterling I don't think Iran have really got an answer here
[2195.50 - 2205.50] P:1545.68 E:0.088045 |  they're not sure what to do who to go out when to go out so England leader ran by one goal to mill and their first goal at this World Cup coming in the 35th minute
[2205.50 - 2215.50] P:1464.97 E:0.091791 |  there certainly wasn't anything that Hussain Hussainy the substitute goalkeeper could do about it the arc of it was way over him and it dropped into the top corner
[2215.50 - 2225.50] P:1326.31 E:0.099262 |  she said Rob it seemed like time stood still before it actually found the back of the net and dropped in underneath the crossbar so the header across goal from what was he 7-8 yards out
[2225.50 - 2241.50] P:1264.07 E:0.089773 |  just got a nice twist of the head and a glance over the goalkeeper so Jude Bellingham the Borussia Dortmund man is on cloud 9 and here he is inside his own half
[2241.50 - 2251.50] P:1320.80 E:0.099358 |  great reaction from him as well to celebrate stood with his arms raised high I think he has been wondering we heard from him didn't we before the game talking about whether that first goal might come well it has
[2251.50 - 2262.50] P:1368.91 E:0.096577 |  as Kane inside his own half heads the ball on but it's struck an outstretched arm well that's been disputed by Chez Mee who runs past the referee pointing his finger but it is pre-kicked to England
[2262.50 - 2273.50] P:1422.91 E:0.099037 |  brilliant moment he knew the cameras was on it he posed for the photo thank you very much thank you world here I am announcing himself on the world scene what a moment
[2273.50 - 2280.50] P:1285.64 E:0.096627 |  so England with the pre-kick half way inside their own half great isn't it to do that as a 19 year old
[2280.50 - 2294.50] P:1322.20 E:0.090695 |  as we said since he burst onto the stage really he belies his tender years and remember he played at the Euros it's a 17 year old the first Englishman to do that
[2294.50 - 2304.50] P:1494.63 E:0.100797 |  either the Euros or the World Cup but now on his World Cup debut here Bellingham again playing the ball in towards the edge of the area Stirling playing in his third World Cup tries to give it back to Bellingham
[2304.50 - 2310.50] P:1613.99 E:0.095287 |  defender there with him kept in play but deflected out for a throw into the round just next to their corner
[2310.50 - 2324.50] P:1529.50 E:0.093266 |  just watching the body shape the body language of around now whether they can hold it together whether they can keep the shape because yes there's only seven minutes to half time but we'll have another good part of ten minutes on top of that is a big 15 minutes for them
[2324.50 - 2337.50] P:1466.78 E:0.094331 |  and then they scored goals in qualification 24 of them were against Cambodia in two games so stats are a little bit warped there it'll be interesting to see how they stay in this game if they can
[2337.50 - 2348.50] P:1304.26 E:0.092199 |  no disrespect to Cambodia yes all of them I couldn't name them any of their job but that's the footballing that's the footballing phrase to use in those circumstances
[2348.50 - 2359.50] P:1479.81 E:0.091674 |  he has Pickford who clears to the halfway line trivia pulls it down with his right foot nicely plays the ball over the top but beyond the run of Cain and advances through to goalkeeper Hussain Hussain
[2359.50 - 2373.50] P:1453.17 E:0.101794 |  and yes you know my mind actually goes back to 2018 England's first match there against another team in red and England dominated the early stages did get the early goal through Harry Cain but then conceded a penalty before half time and it is a rank coming forward
[2373.50 - 2384.50] P:1448.86 E:0.099090 |  and an intersection from Declan Rice inside his own penalty area and Maguire prevents it from going out for corner and England had the ball at the back and he has Luke Shaw the man who set up the opening goal incidentally with a very nice cross from the left hand side
[2384.50 - 2397.50] P:1497.05 E:0.096508 |  Luke Shaw playing it away and now where Mason Mount turns away from the challenge that comes in on him and Mount turns twists and sends a high ball out to the right hand side where trivia gets it down and passes it down into the full back position
[2397.50 - 2404.50] P:1455.71 E:0.100678 |  Sacker on the chase second favorite to win that and fell as sustain as he does so and it's a great kick to Iran in their own defensive third
[2404.50 - 2415.50] P:1440.76 E:0.098068 |  Now what are like with England at the minute what they're doing well is that they can go short and they can go long so when Iran do decide to press and they are depressing at times when they choose to go
[2415.50 - 2426.50] P:1530.01 E:0.101420 |  England can say right okay well we'll either play through you or that big switch is on or the long ball into Cain is on so Iran really stuck between a rock and a hard place do we drop do we go
[2426.50 - 2437.50] P:1512.53 E:0.095464 |  don't really know what to do so in theory we're in the last five minutes of the first half but we think that we've probably still got 15 minutes of time to actually play all there about
[2437.50 - 2450.50] P:1346.10 E:0.091942 |  Saka playing the ball back into the middle of his own half the floodlights now beginning to take effect and we can see the players shadows night falls very quickly in Doha
[2450.50 - 2460.50] P:1256.78 E:0.099296 |  so it'll be dark before you know it I suspect there'll be another lovely sunset tonight glorious sunset last night and here is Maguire with the ball in front of his own penalty area
[2460.50 - 2469.50] P:1382.77 E:0.096979 |  England leading through the Bellingham goal Maguire should have had a penalty he also had a header that hit the bar and Maguire now passing the ball forward to his Manchester United teammate
[2469.50 - 2486.50] P:1477.58 E:0.091122 |  Shaw and Shaw thought about the long pass but then actually plays it short instead and Harry Cain was back there and Cain just looks to his left and the amount is arriving so Shaw receives it from him and then it comes back
[2486.50 - 2497.50] P:1412.20 E:0.092623 |  again and England recycling back to the halfway line and now to the right hand side England have dominated possession but got the all important goal and here is Stones
[2497.50 - 2514.50] P:1477.25 E:0.090822 |  Stones just steps forward and takes it between two Iranian players and then rolls the pass out to Shaw on the left hand side and Shaw uses Raheem Sterling and England almost going through the card in terms of the number of players who've had a touch in this period of possession
[2514.50 - 2528.50] P:1465.20 E:0.099945 |  and it's gone from left to right to the edge of the box then back now to the centre circle and then a long pass hit by John Stones Shaw making good ground chest sit down but Moharrini was there for Iran but he's cleared it straight away and England now
[2528.50 - 2539.50] P:1526.25 E:0.103312 |  mounted inside the penalty area Sterling's after this but Moharrini is able to come across and slide it behind for another England corner so concerns for Iran here after the previous corners England have had
[2539.50 - 2557.50] P:1497.64 E:0.095626 |  yeah and you get the feeling England are enjoying themselves playing good football and they've got options they've got the long pass if they need it switch is on and you've got players that want the ball and playing it's a joy to playing and many it just looks like they're really getting ahead of us up its theme and enjoying it
[2557.50 - 2572.50] P:1519.68 E:0.103824 |  Shaw's going to take this corner from the far side so we need to keep our eyes on Stones and Maguire again who are near the edge of the area the two of them heading different directants Maguire is the target he's got his head to it and then it's driven in by Saka
[2573.50 - 2601.50] P:1566.23 E:0.107203 |  England score their second goal and are now in charge of this opening group match at this World Cup the Iranian players are protesting Maguire headed across the box to Saka but it's set up for him and with his left foot he drove it high into the Iranian net and now it's Bukhayo Saka and remember how things ended for him at the Euros in the final last year the absolute heartbreak and everything that followed
[2601.50 - 2621.50] P:1646.20 E:0.093829 |  and now in the very next tournament Saka scores for England in the opening match of the tournament in their group. Iran are continuing to protest about this they're all around the referee England have completed their celebrations but as far as we know it is England too around nil
[2621.50 - 2643.50] P:1558.17 E:0.102596 |  it's a brilliant strike top corner just clipping the underside of the crossbar sits up perfectly for him really intelligent header down from Harri Maguire he's got the beatings of his Barker, Cheshmeet in the penalty area he's arguing he was held down it won't get to overturn the referee
[2643.50 - 2651.50] P:1560.48 E:0.100955 |  he's saying get on with it it's a big big goal gives them that breathing space it's a really good goal a really good strike
[2652.50 - 2672.50] P:1505.22 E:0.101537 |  well play still has not resumed and the Iranian players are showing no great urgency to actually get the match back underway again they've got the ball in the centre circle and seem almost reluctant to put it on the centre spot and the referee saying to them come on kick off
[2673.50 - 2696.50] P:1439.85 E:0.094472 |  and they're almost delaying in the halt that somebody in the VAR centre one of his Brazilian colleagues is going to say actually we've seen the 36th angle of that and there might be an issue but Iran have kicked off they had to they couldn't leave it any longer and it's confirmed England lead Iran by two goals to nil and are in a very good position now
[2696.50 - 2709.50] P:1454.30 E:0.099361 |  fantastic position playing with real confidence they know they're the better team they know that they can play through the press they know they can go long they've got the answers it's just caping a foot on the gas and keep going strong because there's more goals in this for them
[2709.50 - 2722.50] P:1546.73 E:0.101880 |  so England win the fall back on the half way line Chezmi loses it, Ballingham strongly takes it on, finds Kane, Kane has a defender with him, Stirlings in the middle, Kane with the cross, Stirlings there!
[2723.50 - 2745.50] P:1522.29 E:0.112344 |  it's three nil, super finish on the stretch in the six yard box and England lead by three goals to nil, first Ballingham then Saka, now it's Raheem Stirling and England a buoyant and joyous here in the Alcalife stadium and they celebrate in the corner down next to the flag
[2746.50 - 2764.50] P:1487.40 E:0.106751 |  there's no arguing with that one it's brilliant from England just from the hold up Kane, play from Kane they go long initially, find the option Saka reads the knock down, Bellingham does so well to drive forwards with the ball and then Kane just a wonderful ball into Stirling
[2764.50 - 2777.50] P:1448.96 E:0.102914 |  really good finish with the outside of his foot but this was it, Iran know that they're beaten now they know that they can't have got the options they can't press high England utilising it it's a such brilliant effect
[2779.50 - 2787.50] P:1500.14 E:0.107811 |  two goals in the space of a little over two minutes towards the end of the first half we are in added time now at the end of the first period
[2787.50 - 2803.50] P:1452.50 E:0.102908 |  and there have been 14 minutes of additional time indicated so there will be a minimum of 14 minutes of added time after that horrible injury to the Iranian goalkeeper Alarazer, Baron van
[2803.50 - 2812.50] P:1377.71 E:0.100660 |  England now just want to make sure that they see this through to half time, well that's what we normally say when you're just in added time at the end of the first half there's actually still just a quarter of an hour to play
[2812.50 - 2827.50] P:1363.66 E:0.100979 |  and England win a free kick half inside their own half, well from an England point of view really on the pitch after everything that's been going on in the last 24 hours with the arm, band, gauge etc etc
[2827.50 - 2835.50] P:1314.51 E:0.097992 |  you know that was exactly what they needed in terms of turning their attentions back when that was on the pitch and what a good first half it's been for them
[2835.50 - 2844.50] P:1402.40 E:0.102493 |  let's get another view from that up so we haven't heard from that since England were leading 1-0 we will do in a moment long ball down field door for England which is headed away back to Stirling
[2844.50 - 2859.50] P:1479.66 E:0.101372 |  Stirling now gets it down and plays it square to Ballingham and Ballingham thinks about a shot, lovely change of feet though, leaves the defender on the ground but there were others there who join in and are able to take the ball away from Jude Ballingham but England now playing with a swagger rub green
[2859.50 - 2867.50] P:1606.94 E:0.103112 |  yeah real joy to watch, real pleasure and Matt just wondering there it was a length of the field move from right in front of you where you were how do you see it
[2867.50 - 2876.50] P:1405.61 E:0.093295 |  yeah it was just great move running off the ball exactly what Ballingham does what we spoke about in terms of his running from midfield and I don't know if John you want to hand over here
[2876.50 - 2896.50] P:1460.99 E:0.094375 |  yeah here come England down on the right hand side towards the byline but the referee says yeah it was a corner that Mohammed put in the challenge on Trippier and the final touch was off the Iranian defender so it is another corner for England from the right
[2896.50 - 2913.50] P:1321.92 E:0.094138 |  more from Matt in a moment or two that Trippier waits to take this from the right hand side we noticed as well after England scored their third goal the television cameras picked out David Beckham in the crowd
[2913.50 - 2923.50] P:1431.77 E:0.091143 |  Trippier to take the corner then but this one is headed away securely and that's the best defended set piece that we've seen from them so far Ballingham though as England take up possession again
[2923.50 - 2934.50] P:1521.20 E:0.092243 |  here is Raheem Sterling who's just scored his 20th goal for England and now it bounces down for Saka in the box Saka very nearly found the pass to the edge of the area where John Stones was waiting
[2934.50 - 2952.50] P:1405.80 E:0.085374 |  England come again they're looking for a fourth here Stones playing at the left hand side England coming into this World Cup really relatively unfancy generally even though they've been semi finalists and finalists at the last two major tournaments
[2952.50 - 2969.50] P:1251.38 E:0.094848 |  but this recent run of form six matches without a win I think that has influenced many and understandably so because some of the performances during that time but the majority of those performances were in those June games in the Nations League when many countries struggled
[2969.50 - 2989.50] P:1517.60 E:0.092853 |  this is very much set things back on course Rob Green so far absolutely and you just wonder that just in this 45 minutes so that they play with more joy and more pleasure and more attacking finesse than they did in all of those games put together and it's just been what they needed at the start of this tournament was against the opposition
[2989.50 - 3017.50] P:1362.72 E:0.092839 |  who thought they were going to be a lot tougher than they are just knowing that they're better team and got out and proven it so Bellingham Saka and Sterling the England goal scorers in a very impressive first half against what's looked like a very limited Iranian team after the great things that they did and how close they got to beat in both Spain and Portugal at the last World Cup as it turned out lost narrowly to Spain drew with Portugal
[3018.50 - 3033.50] P:1295.29 E:0.097431 |  and did go out at the group stage but here three nil down after losing the goalkeeper I mean you can't underestimate what an early blow that was his trip yet plays it forward but the balls cleared away on the edge of the penalty area and England will have it again inside their own heart
[3033.50 - 3051.50] P:1450.99 E:0.085193 |  so with Raheem Sterling with that goal that means that he moves on to the 20 goal mark which I think is quite a milestone isn't it to reach 20 goals for England 20 goals for your country and he joins Martin Peters World Cup winner of course and Jermaine Defoe on 20 goals for England
[3051.50 - 3058.50] P:1333.25 E:0.081561 |  and whenever Sterling has scored for England England has always won the match
[3058.50 - 3064.50] P:1232.11 E:0.097417 |  I don't know how Martin Peters will feel but I know Jermaine Defoe gutted about that
[3065.50 - 3071.50] P:1128.40 E:0.100068 |  here is Rice who plays the ball to the right hand side
[3072.50 - 3082.50] P:1243.11 E:0.088291 |  and now Trippie up in field towards Stones and Stones passing the ball to the left hand side
[3082.50 - 3088.50] P:1350.45 E:0.091201 |  and Sterling is there over on the on the touch line on the left wing comes back in field to Rice
[3089.50 - 3097.50] P:1383.19 E:0.092355 |  and then Trippie out in the space here space is opening up for England and now Sterling and now Saka again on the right hand side
[3097.50 - 3103.50] P:1322.95 E:0.098919 |  Saka is a little flick there by Mount looking for Saka who's almost done to that even though there were two defenders there and the ball bounces away
[3103.50 - 3112.50] P:1304.16 E:0.090783 |  final touch off Saka and behind for a goal kick so the score line is England 3 Iran nil just over 5 minutes to play
[3112.50 - 3117.50] P:1329.23 E:0.098795 |  they used to say about Martin Peters Robb that he was the player who was years ahead of his time
[3117.50 - 3126.50] P:1289.61 E:0.098414 |  I think it was 10 years ahead of his time Al Frams he used to say the much missed Martin Peters who's a real gentleman of the game as well
[3126.50 - 3134.50] P:1274.14 E:0.089291 |  but you know talking about that since that came to mind with Jude Bellingham scoring the all important goal of this match
[3134.50 - 3137.50] P:1488.21 E:0.097734 |  you know he's a player who kind of fits that same sort of bill isn't he?
[3137.50 - 3147.50] P:1437.24 E:0.084703 |  Yeah absolutely and he's added his first goal to his tally and you wonder how many he'll get close to that 20 of Martin Peters in the future
[3147.50 - 3155.50] P:1443.54 E:0.086294 |  Well he certainly can bring goals can't he and that is one of the things I know that Garasau wanted to see more off from this team
[3155.50 - 3161.50] P:1455.48 E:0.093196 |  to be less reliant on the goals of Harry Kane and to score more goals from the midfield areas
[3162.50 - 3171.50] P:1452.37 E:0.086334 |  England with it inside their own half we've now played 7 minutes almost 8 minutes of the 14 that have been added on at the end of the first half
[3171.50 - 3176.50] P:1323.39 E:0.089567 |  the other big question by the way that we've not it's not hardly the biggest question of this world cup by a long choke
[3176.50 - 3184.50] P:1330.77 E:0.091081 |  but what was Garasau's going to wear on the touch line at this tournament and the answer to that is he's gone for the dark suit again
[3184.50 - 3191.50] P:1353.63 E:0.085633 |  and that's what I was wearing at the end of last season and I think it's a kind of cream tolo shirt underneath that
[3191.50 - 3197.50] P:1291.74 E:0.095442 |  so that is what's happening in the fashion stakes the England manager fashion stakes
[3197.50 - 3206.50] P:1303.50 E:0.084004 |  here's Stones playing the ball out towards the left hand side Shaw keeps it in and then Raheem Sterling back it goes centrally
[3206.50 - 3210.50] P:1443.29 E:0.084701 |  and Stones wants more England have absolutely controlled the game
[3210.50 - 3218.50] P:1395.44 E:0.088554 |  Saka incomes the challenge and Iran win it back but Bellingham on the half way line to win it back and Rice is behind him
[3218.50 - 3225.50] P:1506.43 E:0.085579 |  and then Beccy goes to Trippier again and really from a position here 3-0 in added time at the end of the first half
[3225.50 - 3234.50] P:1425.12 E:0.083115 |  against this Iranian team it would be quite a stretch to think that this match will not end in an opening victory for England
[3234.50 - 3240.50] P:1418.38 E:0.086427 |  and I know I don't want to attempt failure but yeah no you can it they've announced themselves to the tournament
[3240.50 - 3247.50] P:1602.82 E:0.090402 |  and Matt I was just wondering whether you were thinking now it's just a case of keep ball really isn't it until half time
[3250.50 - 3257.50] P:1428.46 E:0.099234 |  as England play the ball out towards the left hand side and Shaw can't keep it in so it's a throw in to Iran in their own right back area
[3257.50 - 3262.50] P:1375.14 E:0.098046 |  let's see if we can bring in Matt Noobson from down behind the goal again Matt
[3262.50 - 3268.50] P:1494.36 E:0.102959 |  yeah I mean I can just feel the tempo dropping down here it's really noticeable I'm very close to the play
[3268.50 - 3274.50] P:1475.31 E:0.087124 |  and all of a sudden it's looking a little bit more like a just a practice match type tempo
[3274.50 - 3280.50] P:1428.99 E:0.095175 |  England very comfortable getting into half time in this situation we know they've got more goals in them if they push it
[3280.50 - 3286.50] P:1457.15 E:0.087284 |  but the tempo this game has really dropped and they're just able to stroke it about the confidence they've got going into midfield
[3286.50 - 3293.50] P:1363.54 E:0.085227 |  little triangles the space is there and Iran just aren't quite pressing as much as they were in the opening parts of this game
[3293.50 - 3300.50] P:1277.22 E:0.095365 |  that's the tempo what about the temperature incidentally Matt down there in fact we'll come back to you because Iran have won the ball back on the half way line
[3300.50 - 3306.50] P:1581.91 E:0.098101 |  England don't want any slips now in added time at the end of the first half but across from the left hand side and the space over there
[3306.50 - 3314.50] P:1585.09 E:0.098505 |  on the right hand side Jahan back pulled away that was a chance I mean that's Iran's only chance and he snatched at it
[3314.50 - 3317.50] P:1482.40 E:0.098137 |  and he hit it on the volley high over the top of Jordan Pickford's crossbar
[3317.50 - 3322.50] P:1624.01 E:0.091734 |  there's questions off offside but just get caught over playing in the central midfield
[3322.50 - 3327.50] P:1577.05 E:0.085211 |  I think he was offside breaking down the left hand side so it wouldn't have stood
[3327.50 - 3332.50] P:1589.07 E:0.077103 |  but they managed to get bodies forward options in the box and actually outnumbered England
[3332.50 - 3336.50] P:1357.80 E:0.079462 |  that's it for Iran for the whole of the first half really
[3336.50 - 3341.50] P:1475.05 E:0.087300 |  so it is England three Iran nil in added time at the end of the first half
[3341.50 - 3349.50] P:1599.07 E:0.085459 |  and as for how it feels down at ground level with so much talk about the potential heat that these matches would be played in Matt
[3349.50 - 3357.50] P:1467.45 E:0.082336 |  well it's interesting because I was talking to chapters before the game and he sold me a story about Ian Dennis getting beat root like on his head
[3357.50 - 3362.50] P:1508.21 E:0.095626 |  from a game in the Euros and I thought oh I bought the sun lotion the hat everything John
[3362.50 - 3368.50] P:1451.70 E:0.093483 |  and actually I'm sat here in my jumper and as the sun's gone in it cools it really does cool so
[3368.50 - 3376.50] P:1505.17 E:0.086417 |  in terms of the players they're absolutely fine I don't think he at this time of kickoff or later is going to be a problem
[3376.50 - 3383.50] P:1386.88 E:0.096486 |  thank you Matt, Matt Upsson behind the goal, England leading Iran by three goals to nil and just as Rob Green said
[3383.50 - 3388.50] P:1238.13 E:0.087259 |  sitting next to me just playing keep ball and you know so the England approach now
[3388.50 - 3393.50] P:1396.92 E:0.093873 |  bearing in mind that the next two matches in the group for England are 10 o'clock kickoffs here in Qatar
[3393.50 - 3402.50] P:1331.09 E:0.096753 |  so seven o'clock at home ten o'clock here in Qatar much later in the day are we looking now at an operation of conserving energy
[3402.50 - 3409.50] P:1369.41 E:0.089136 |  I think you're looking now and you'd say it wouldn't surprise me 15 minutes into the second half if substitutes are being made
[3409.50 - 3415.50] P:1447.88 E:0.090005 |  I think they've made the statement England have shown and found a way to play in this game against a team that sits deep
[3415.50 - 3421.50] P:1546.99 E:0.086258 |  they've come up with an answer it's about how many they get now how they can keep putting foot on the gas
[3421.50 - 3428.50] P:1577.25 E:0.083099 |  but I think it's down to Gareth Southgate and he's supporting backroom staffers to have the conversations at half time go right
[3428.50 - 3430.50] P:1548.92 E:0.075781 |  okay what's next
[3430.50 - 3437.50] P:1426.64 E:0.096747 |  England leading Iran by three goals to nil this is BBC Radio 5 live at the 2022 World Cup live in Qatar
[3437.50 - 3444.50] P:1527.34 E:0.092893 |  first of our commentary today's as Mason Mount is tripped for the umpteenth time it feels in the first half and wins a free kick
[3444.50 - 3449.50] P:1316.51 E:0.088774 |  25 30 yards out and I think you know who might fancy a look at this one
[3449.50 - 3454.50] P:1404.11 E:0.094104 |  although actually Harry Kane has walked away from this I've seen him hit them from here before but
[3454.50 - 3464.50] P:1500.29 E:0.089899 |  he's had joy in the previous three kicks just drifting outside of the defensive line of Iran and you're looking now in again he's just drifted outside
[3464.50 - 3472.50] P:1530.76 E:0.090187 |  he's clearly been applied to say look we've got stones we've got Maguire you go one side I'll go the other and it's worked
[3472.50 - 3480.50] P:1534.25 E:0.086897 |  so free kick that's been talked about by Declan Rice is great friend Mason Mount he's shores there as well
[3480.50 - 3488.50] P:1373.44 E:0.092569 |  if you if you just switched on aware of the fact that it is afternoon time back home in the UK the England team that Gareth Southgate
[3488.50 - 3497.50] P:1472.34 E:0.093704 |  picked today has has delivered so far got this free kick sure plays it into the back post got a long way and in fact it bounced up it hit John Stones in the end
[3497.50 - 3507.50] P:1483.31 E:0.084825 |  who was able to get the ball and control quite cleverly actually gives it back to to Trippian and then through the middle to the man who started the scoring
[3507.50 - 3516.50] P:1462.40 E:0.083427 |  Jude Bellingham Rice now to the left hand side and sure Bellingham again first time touch quick passing you know that's another key with with this England team
[3516.50 - 3524.50] P:1415.87 E:0.084269 |  that's one of the messages that we don't always see delivered on the field and I think look sure's just taking a bang on the foot there
[3524.50 - 3533.50] P:1300.60 E:0.093918 |  or Mason Mount it is on that far side but he's OK going down and and then sure plays it back into his own half and Maguire has to come across and he I think was caught
[3533.50 - 3549.50] P:1421.92 E:0.086908 |  but he's OK and England have it inside their own half so we've now played almost an hour of the first half so we are almost at the point where these 14 minutes have at a time of being played
